Subject.No.,Version,order,image,Surface,Planar.Straight,Spherical.Straight,Size,pointDistance (radians),pointDistance (degrees),Line.Length,Pull,rotation (degrees),Response,rt
8,8,56,Sphere_0_3_1_.jpg,sphere,line,arc,2,0.855032498,48.99,1.700648911,0,0,1,1.620822906
8,8,57,Sphere_2_6_.jpg,sphere,line,geo,3.174802104,2.094393333,120,6.649093873,0,0,0,1.201219082
8,8,58,gPlane_0_3_2_.jpg,plane,curve,geo,2,0.855032498,48.98979486,1.710016006,0.219448049,12.57345767,0,3.13655901
8,8,59,gSphere_0_3_(Neg)1_.jpg,sphere,curve,geo,2,0.855032498,48.98979486,1.710016006,0.109668837,6.283566828,1,4.83827281
8,8,60,gSphere_0_6_4_.jpg,sphere,curve,geo,2,2.094393333,120,4.188666667,0.566185628,32.44007428,1,1.170727015
8,8,61,gSphere_3_1_(Neg)3_.jpg,sphere,curve,geo,4,0.470542517,26.96012309,1.882116149,0.318687656,18.25947309,1,0.919255972
8,8,62,Sphere_1_2_2_1_.jpg,sphere,curve,arc,2.5198421,0.634294209,36.34241186,1.599472619,0.365276531,20.92882126,1,9.370090961
8,8,63,Plane_2_3_4_1_.jpg,plane,curve,arc,3.174802104,0.855032498,48.98979486,2.730501283,0.747730412,42.84183301,1,1.019920111
8,8,64,Sphere_2_6_5_1_.jpg,sphere,curve,arc,3.174802104,2.094393333,120,6.955224215,1.213271442,69.51539174,0,1.251236916
8,8,65,gPlane_1_0_(Neg)5_.jpg,plane,curve,geo,2.5198421,0.349065556,20,0.879564884,0.528002078,30.25231619,1,2.186470032
8,8,66,Plane_3_6_.jpg,plane,line,geo,4,2.094393333,120,8.377333333,0,0,1,0.854272127
8,8,67,Sphere_0_3_.jpg,sphere,line,geo,2,0.855032498,48.99,1.710016006,0,0,0,2.004101038
8,8,68,Sphere_1_0_.jpg,sphere,line,geo,2.5198421,0.349065556,20,0.879564884,0,0,0,3.402308941
8,8,69,gSphere_0_3_4_.jpg,sphere,curve,geo,2,0.855032498,48.98979486,1.710016006,0.439841419,25.20107824,1,0.936163902
8,8,70,Sphere_0_1_(Neg)5_1_.jpg,sphere,curve,arc,2,0.470542517,26.96012309,0.943932218,0.903798451,51.78388053,0,1.050949812
8,8,71,Plane_2_6_(Neg)1_0_.jpg,plane,curve,arc,3.174802104,2.094393333,120,6.659749189,0.139733553,8.0061496,1,2.602324963
8,8,72,Sphere_3_5_(Neg)4_0_.jpg,sphere,curve,arc,4,1.553697159,89.02036507,6.326669317,0.493278124,28.26277849,0,2.91991806
8,8,73,gPlane_3_5_4_.jpg,plane,curve,geo,4,1.553697159,89.02036507,6.214610597,0.493278124,28.26277849,1,2.13658309
8,8,74,Sphere_1_2_.jpg,sphere,line,geo,2.5198421,0.634294209,36.342,1.598275464,0,0,0,9.737521887
8,8,75,gPlane_3_5_(Neg)5_.jpg,plane,curve,geo,4,1.553697159,89.02036507,6.214610597,0.619955179,35.52084523,1,2.620304823
8,8,76,Sphere_3_6_(Neg)5_.jpg,sphere,line,arc,4,2.094393333,120,7.255048164,0,0,1,1.270249128
8,8,77,Plane_3_1_(Neg)3_.jpg,plane,line,arc,4,0.470542517,26.96,1.790004216,0,0,1,0.786959171
8,8,78,Plane_2_4_.jpg,plane,line,geo,3.174802104,1.15258907,66.039,3.659137373,0,0,1,0.83734107
8,8,79,gSphere_1_2_2_.jpg,sphere,curve,geo,2.5198421,0.634294209,36.34241186,1.598275464,0.214868548,12.31107133,1,2.387021065
8,8,80,gPlane_2_5_5_.jpg,plane,curve,geo,3.174802104,1.553697159,89.02036507,4.9325397,0.619955179,35.52084523,1,1.370269775
8,8,81,Sphere_3_1_(Neg)4_.jpg,sphere,line,arc,4,0.470542517,26.96,1.719408115,0,0,0,2.318585157
8,8,82,Plane_0_1_.jpg,plane,line,geo,2,0.470542517,26.96,0.941058074,0,0,1,1.287756205
8,8,83,Plane_1_2_(Neg)2_0_.jpg,plane,curve,arc,2.5198421,0.634294209,36.34241186,1.599472619,0.214868548,12.31107133,1,0.817133904
8,8,84,Plane_3_3_(Neg)5_1_.jpg,plane,curve,arc,4,0.855032498,48.98979486,3.453921361,0.936325249,53.64753035,1,3.253691196
8,8,85,Plane_3_2_1_1_.jpg,plane,curve,arc,4,0.634294209,36.34241186,2.537568895,0.182587267,10.4614886,0,0.786894083
8,8,86,Sphere_1_4_(Neg)1_.jpg,sphere,line,arc,2.5198421,1.15258907,66.039,2.888350359,0,0,1,0.836351871
8,8,87,Plane_2_1_1_.jpg,plane,line,arc,3.174802104,0.470542517,26.96,1.485653666,0,0,1,1.00345397
8,8,88,Sphere_3_2_5_1_.jpg,sphere,curve,arc,4,0.634294209,36.34241186,2.551101865,0.915187457,52.43642303,0,1.150647163
8,8,89,Plane_2_0_(Neg)4_1_.jpg,plane,curve,arc,3.174802104,0.349065556,20,1.109293639,0.717866203,41.13073844,1,0.753751993
8,8,90,Plane_2_3_3_.jpg,plane,line,arc,3.174802104,0.855032498,48.99,2.581632812,0,0,1,0.702352047
8,8,91,Sphere_1_3_5_.jpg,sphere,line,arc,2.5198421,0.855032498,48.99,1.865855517,0,0,1,0.966875076
8,8,92,gPlane_1_1_1_.jpg,plane,curve,geo,2.5198421,0.470542517,26.96012309,1.185658877,0.106184508,6.083929315,0,2.587966919
8,8,93,gPlane_1_0_(Neg)3_.jpg,plane,curve,geo,2.5198421,0.349065556,20,0.879564884,0.316636791,18.14196709,1,0.970342159
8,8,94,Plane_2_5_5_0_.jpg,plane,curve,arc,3.174802104,1.553697159,89.02036507,5.080989244,0.619955179,35.52084523,1,0.920714855
8,8,95,gPlane_1_6_(Neg)3_.jpg,plane,curve,geo,2.5198421,2.094393333,120,5.277389304,0.422025022,24.18027302,1,0.720757008
8,8,96,Sphere_1_1_(Neg)3_.jpg,sphere,line,arc,2.5198421,0.470542517,26.96,1.127631996,0,0,1,0.903507948
8,8,97,gSphere_1_4_4_.jpg,sphere,curve,geo,2.5198421,1.15258907,66.03854498,2.904259258,0.457956724,26.23900964,1,1.886937857
8,8,98,gPlane_2_2_5_.jpg,plane,curve,geo,3.174802104,0.634294209,36.34241186,2.0137009,0.538345563,30.84495473,1,0.787831068
8,8,99,Sphere_1_3_.jpg,sphere,line,geo,2.5198421,0.855032498,48.99,2.154485162,0,0,0,2.084196091
8,8,100,Plane_3_1_.jpg,plane,line,geo,4,0.470542517,26.96,1.882116149,0,0,1,2.170914888
8,8,101,Plane_0_0_(Neg)2_1_.jpg,plane,curve,arc,2,0.349065556,20,0.698270716,0.358802256,20.55787232,0,1.019608974
8,8,102,Plane_2_4_4_0_.jpg,plane,curve,arc,3.174802104,1.15258907,66.03854498,3.697483861,0.457956724,26.23900964,1,1.15439415
8,8,103,Plane_0_0_.jpg,plane,line,geo,2,0.349065556,20,0.698111111,0,0,1,1.82062602
8,8,104,Sphere_0_2_(Neg)5_.jpg,sphere,line,arc,2,0.634294209,36.342,1.098608118,0,0,1,1.12111187
8,8,105,Sphere_1_1_3_1_.jpg,sphere,curve,arc,2.5198421,0.470542517,26.96012309,1.186806556,0.541769015,31.04110426,1,2.086137056
8,8,106,Sphere_1_5_.jpg,sphere,line,geo,2.5198421,1.553697159,89.02,3.914959354,0,0,0,0.804316998
8,8,107,Sphere_1_1_.jpg,sphere,line,geo,2.5198421,0.470542517,26.96,1.185658877,0,0,0,1.283961058
8,8,108,gSphere_1_1_5_.jpg,sphere,curve,geo,2.5198421,0.470542517,26.96012309,1.185658877,0.531646148,30.46110619,0,3.003586054
8,8,109,Plane_2_1_.jpg,plane,line,geo,3.174802104,0.470542517,26.96,1.493836577,0,0,1,0.853713989
8,8,110,Sphere_1_0_2_.jpg,sphere,line,arc,2.5198421,0.349065556,20,0.860345411,0,0,1,1.336087942
8,8,111,Sphere_0_0_.jpg,sphere,line,geo,2,0.349065556,20,0.698111111,0,0,0,1.084260941
8,8,112,Plane_2_6_3_1_.jpg,plane,curve,arc,3.174802104,2.094393333,120,6.749440454,0.717442537,41.10646413,1,2.617420912
8,8,113,Plane_3_0_.jpg,plane,line,geo,4,0.349065556,20,1.396222222,0,0,1,2.904973984
8,8,114,Plane_3_0_(Neg)4_1_.jpg,plane,curve,arc,4,0.349065556,20,1.397622406,0.717866203,41.13073844,1,0.76978302
8,8,115,Sphere_1_4_.jpg,sphere,line,geo,2.5198421,1.15258907,66.039,2.904259258,0,0,0,1.970762014
8,8,116,gPlane_0_6_2_.jpg,plane,curve,geo,2,2.094393333,120,4.188666667,0.280160147,16.05200758,1,1.283986092
8,8,117,Sphere_2_3_.jpg,sphere,line,geo,3.174802104,0.855032498,48.99,2.714481207,0,0,1,2.887472868
8,8,118,Sphere_0_4_1_1_.jpg,sphere,curve,arc,2,1.15258907,66.03854498,2.306464325,0.193713386,11.09896885,0,1.937280893
8,8,119,Sphere_2_6_1_.jpg,sphere,line,arc,3.174802104,2.094393333,120,6.612671588,0,0,1,8.121366978
8,8,120,gSphere_0_4_(Neg)3_.jpg,sphere,curve,geo,2,1.15258907,66.03854498,2.305112101,0.342684046,19.6343661,1,2.370474815
8,8,121,Plane_2_0_.jpg,plane,line,geo,3.174802104,0.349065556,20,1.108182312,0,0,1,1.000553131
8,8,122,Plane_2_0_(Neg)2_.jpg,plane,line,arc,3.174802104,0.349065556,20,1.083967293,0,0,1,0.787638903
8,8,123,Sphere_0_6_(Neg)5_.jpg,sphere,line,arc,2,2.094393333,120,3.627524082,0,0,1,1.218087196
8,8,124,Sphere_2_6_(Neg)3_.jpg,sphere,line,arc,3.174802104,2.094393333,120,6.323683092,0,0,1,5.30471611
8,8,125,gPlane_3_3_(Neg)5_.jpg,plane,curve,geo,4,0.855032498,48.98979486,3.420032012,0.550779558,31.55737079,1,2.253796816
8,8,126,Sphere_3_3_4_0_.jpg,sphere,curve,arc,4,0.855032498,48.98979486,3.440216043,0.439841419,25.20107824,0,5.767101049
8,8,127,Sphere_1_5_2_1_.jpg,sphere,curve,arc,2.5198421,1.553697159,89.02036507,3.931186919,0.416515123,23.8645788,0,0.854197025
8,8,128,Plane_1_0_.jpg,plane,line,geo,2.5198421,0.349065556,20,0.879564884,0,0,1,1.553305864
8,8,129,Sphere_0_2_(Neg)3_1_.jpg,sphere,curve,arc,2,0.634294209,36.34241186,1.270771606,0.548179104,31.40837559,0,3.403316021
8,8,130,Plane_3_3_.jpg,plane,line,geo,4,0.855032498,48.99,3.420032012,0,0,1,1.920220137
8,8,131,Sphere_3_3_1_.jpg,sphere,line,arc,4,0.855032498,48.99,3.401297823,0,0,0,3.237085104
8,8,132,Plane_0_5_.jpg,plane,line,geo,2,1.553697159,89.02,3.107305299,0,0,1,0.736495018
8,8,133,Plane_0_2_(Neg)5_.jpg,plane,line,arc,2,0.634294209,36.342,1.098608118,0,0,1,1.451533079
8,8,134,Sphere_0_5_.jpg,sphere,line,geo,2,1.553697159,89.02,3.107305299,0,0,1,1.784017086
8,8,135,Sphere_3_6_.jpg,sphere,line,geo,4,2.094393333,120,8.377333333,0,0,0,0.937397003
8,8,136,Plane_1_3_(Neg)2_0_.jpg,plane,curve,arc,2.5198421,0.855032498,48.98979486,2.157388191,0.219448049,12.57345767,1,1.387891054
8,8,137,gPlane_3_1_(Neg)5_.jpg,plane,curve,geo,4,0.470542517,26.96012309,1.882116149,0.531646148,30.46110619,1,0.7199049
8,8,138,Plane_2_5_(Neg)5_1_.jpg,plane,curve,arc,3.174802104,1.553697159,89.02036507,5.080989244,1.053923804,60.3854369,1,0.75364995
8,8,139,Sphere_2_5_1_0_.jpg,sphere,curve,arc,3.174802104,1.553697159,89.02036507,4.937548373,0.122313568,7.008057157,0,8.07057786
8,8,140,Plane_0_6_(Neg)5_0_.jpg,plane,curve,arc,2,2.094393333,120,4.381516698,0.713689083,40.8914069,1,0.870151043
8,8,141,Sphere_2_1_.jpg,sphere,line,geo,3.174802104,0.470542517,26.96,1.493836577,0,0,1,1.219490051
8,8,142,Sphere_3_1_4_1_.jpg,sphere,curve,arc,4,0.470542517,26.96012309,1.885535951,0.722643558,41.40446094,0,1.853811026
8,8,143,gSphere_1_3_(Neg)2_.jpg,sphere,curve,geo,2.5198421,0.855032498,48.98979486,2.154485162,0.219448049,12.57345767,1,4.987389088
8,8,144,Sphere_3_0_4_1_.jpg,sphere,curve,arc,4,0.349065556,20,1.397622406,0.717866203,41.13073844,0,0.819853067
8,8,145,Sphere_2_5_.jpg,sphere,line,geo,3.174802104,1.553697159,89.02,4.9325397,0,0,0,0.704449892
8,8,146,Plane_1_3_.jpg,plane,line,geo,2.5198421,0.855032498,48.99,2.154485162,0,0,1,2.467376947
8,8,147,Sphere_1_2_2_0_.jpg,sphere,curve,arc,2.5198421,0.634294209,36.34241186,1.599472619,0.214868548,12.31107133,0,1.702222109
8,8,148,gPlane_3_6_(Neg)4_.jpg,plane,curve,geo,4,2.094393333,120,8.377333333,0.566185628,32.44007428,1,0.986712933
8,8,149,Plane_2_4_2_.jpg,plane,line,arc,3.174802104,1.15258907,66.039,3.579181142,0,0,1,1.288193941
8,8,150,Sphere_3_2_.jpg,sphere,line,geo,4,0.634294209,36.342,2.537104152,0,0,1,1.637327909
8,8,151,Plane_3_5_(Neg)1_1_.jpg,plane,curve,arc,4,1.553697159,89.02036507,6.22092113,0.207933066,11.91369717,1,0.983714104
8,8,152,Sphere_3_1_(Neg)1_0_.jpg,sphere,curve,arc,4,0.470542517,26.96012309,1.882306834,0.106184508,6.083929315,0,0.887405872
8,8,153,Plane_1_6_.jpg,plane,line,geo,2.5198421,2.094393333,120,5.277389304,0,0,1,0.600203991
8,8,154,Plane_1_5_(Neg)1_1_.jpg,plane,curve,arc,2.5198421,1.553697159,89.02036507,3.918934741,0.207933066,11.91369717,1,1.634450912
8,8,155,Sphere_1_2_(Neg)3_.jpg,sphere,line,arc,2.5198421,0.634294209,36.342,1.52005487,0,0,1,2.637583971
8,8,156,gSphere_2_3_(Neg)1_.jpg,sphere,curve,geo,3.174802104,0.855032498,48.98979486,2.714481207,0.109668837,6.283566828,1,3.570683002
8,8,157,Sphere_1_6_1_0_.jpg,sphere,curve,arc,2.5198421,2.094393333,120,5.285846434,0.139733553,8.0061496,0,1.417702913
8,8,158,gPlane_0_3_1_.jpg,plane,curve,geo,2,0.855032498,48.98979486,1.710016006,0.109668837,6.283566828,1,3.148967981
8,8,159,Sphere_3_2_2_0_.jpg,sphere,curve,arc,4,0.634294209,36.34241186,2.539004518,0.214868548,12.31107133,0,1.336386919
8,8,160,Sphere_1_2_(Neg)3_1_.jpg,sphere,curve,arc,2.5198421,0.634294209,36.34241186,1.601071897,0.548179104,31.40837559,0,1.204249144
8,8,161,Plane_1_5_.jpg,plane,line,geo,2.5198421,1.553697159,89.02,3.914959354,0,0,0,1.337244987
8,8,162,Sphere_3_3_.jpg,sphere,line,geo,4,0.855032498,48.99,3.420032012,0,0,0,1.036837816
8,8,163,Plane_3_5_.jpg,plane,line,geo,4,1.553697159,89.02,6.214610597,0,0,1,1.282882929
8,8,164,Sphere_0_4_.jpg,sphere,line,geo,2,1.15258907,66.039,2.305112101,0,0,0,4.970669985
8,8,165,gSphere_0_1_5_.jpg,sphere,curve,geo,2,0.470542517,26.96012309,0.941058074,0.531646148,30.46110619,1,1.502713203
8,8,166,Plane_1_2_(Neg)4_.jpg,plane,line,arc,2.5198421,0.634294209,36.342,1.460105321,0,0,1,1.930061817
8,8,167,Sphere_2_2_.jpg,sphere,line,geo,3.174802104,0.634294209,36.342,2.0137009,0,0,0,7.400475025
8,8,168,Plane_0_5_(Neg)1_0_.jpg,plane,curve,arc,2,1.553697159,89.02036507,3.110460565,0.122313568,7.008057157,0,3.187020063
8,8,169,gPlane_3_6_4_.jpg,plane,curve,geo,4,2.094393333,120,8.377333333,0.566185628,32.44007428,1,1.232643843
8,8,170,Plane_1_1_(Neg)4_.jpg,plane,line,arc,2.5198421,0.470542517,26.96,1.083159239,0,0,1,1.004090786
8,8,171,Plane_2_1_1_1_.jpg,plane,curve,arc,3.174802104,0.470542517,26.96012309,1.493987925,0.180513664,10.34267983,0,3.321266174
8,8,172,Plane_2_6_.jpg,plane,line,geo,3.174802104,2.094393333,120,6.649093873,0,0,1,2.066948891
8,8,173,gPlane_2_3_2_.jpg,plane,curve,geo,3.174802104,0.855032498,48.98979486,2.714481207,0.219448049,12.57345767,1,2.604391098
8,8,174,Sphere_2_1_5_.jpg,sphere,line,arc,3.174802104,0.470542517,26.96,1.293711959,0,0,1,1.587409019
8,8,175,Plane_0_6_.jpg,plane,line,geo,2,2.094393333,120,4.188666667,0,0,1,1.833548069
8,8,176,Sphere_3_5_.jpg,sphere,line,geo,4,1.553697159,89.02,6.214610597,0,0,0,4.838316917
8,8,177,Sphere_3_5_(Neg)1_.jpg,sphere,line,arc,4,1.553697159,89.02,6.180568316,0,0,1,1.649748087
8,8,178,Sphere_0_2_.jpg,sphere,line,geo,2,0.634294209,36.342,1.268552076,0,0,0,1.30268693
8,8,179,Plane_1_6_4_.jpg,plane,line,arc,2.5198421,2.094393333,120,4.821161544,0,0,1,1.003646851
8,8,180,Sphere_1_5_(Neg)2_.jpg,sphere,line,arc,2.5198421,1.553697159,89.02,3.829413127,0,0,1,1.920427799
8,8,181,Sphere_1_6_2_0_.jpg,sphere,curve,arc,2.5198421,2.094393333,120,5.311793912,0.280160147,16.05200758,0,0.920254946
8,8,182,gSphere_1_0_(Neg)1_.jpg,sphere,curve,geo,2.5198421,0.349065556,20,0.879564884,0.105521091,6.045918257,0,1.103977919
8,8,183,gSphere_2_1_(Neg)3_.jpg,sphere,curve,geo,3.174802104,0.470542517,26.96012309,1.493836577,0.318687656,18.25947309,0,4.017253876
8,8,184,gSphere_0_1_4_.jpg,sphere,curve,geo,2,0.470542517,26.96012309,0.941058074,0.425084446,24.35556526,0,1.470785856
8,8,185,Plane_3_3_2_.jpg,plane,line,arc,4,0.855032498,48.99,3.345300499,0,0,1,1.919856071
8,8,186,Sphere_1_1_3_0_.jpg,sphere,curve,arc,2.5198421,0.470542517,26.96012309,1.186806556,0.318687656,18.25947309,0,4.587155104
8,8,187,gPlane_2_5_(Neg)4_.jpg,plane,curve,geo,3.174802104,1.553697159,89.02036507,4.9325397,0.493278124,28.26277849,1,0.969854832
8,8,188,gSphere_2_6_(Neg)5_.jpg,sphere,curve,geo,3.174802104,2.094393333,120,6.649093873,0.713689083,40.8914069,1,1.250286102
8,8,189,Plane_1_2_4_.jpg,plane,line,arc,2.5198421,0.634294209,36.342,1.460105321,0,0,1,1.183084965
8,8,190,Plane_2_2_5_.jpg,plane,line,arc,3.174802104,0.634294209,36.342,1.743931683,0,0,1,0.736739874
8,8,191,Sphere_3_0_.jpg,sphere,line,geo,4,0.349065556,20,1.396222222,0,0,0,0.971173048
8,8,192,gSphere_3_5_(Neg)4_.jpg,sphere,curve,geo,4,1.553697159,89.02036507,6.214610597,0.493278124,28.26277849,1,0.854168892
8,8,193,Plane_0_3_(Neg)5_.jpg,plane,line,arc,2,0.855032498,48.99,1.480930505,0,0,1,1.236382961
8,8,194,gPlane_2_6_3_.jpg,plane,curve,geo,3.174802104,2.094393333,120,6.649093873,0.422025022,24.18027302,1,0.950197935
8,8,195,Plane_1_4_2_0_.jpg,plane,curve,arc,2.5198421,1.15258907,66.03854498,2.911221455,0.228102707,13.06933347,0,1.220474005
8,8,196,Sphere_3_4_.jpg,sphere,line,geo,4,1.15258907,66.039,4.610224201,0,0,0,2.28501296
8,8,197,Plane_2_0_3_1_.jpg,plane,curve,arc,3.174802104,0.349065556,20,1.108774272,0.538282545,30.84134405,0,4.120261908
8,8,198,gSphere_2_6_(Neg)2_.jpg,sphere,curve,geo,3.174802104,2.094393333,120,6.649093873,0.280160147,16.05200758,1,0.921187878
8,8,199,gSphere_0_4_(Neg)4_.jpg,sphere,curve,geo,2,1.15258907,66.03854498,2.305112101,0.457956724,26.23900964,1,1.066753864
8,8,200,Sphere_2_4_.jpg,sphere,line,geo,3.174802104,1.15258907,66.039,3.659137373,0,0,0,0.91596508
8,8,201,Plane_1_2_.jpg,plane,line,geo,2.5198421,0.634294209,36.342,1.598275464,0,0,1,1.071107864
8,8,202,Plane_0_2_(Neg)4_1_.jpg,plane,curve,arc,2,0.634294209,36.34241186,1.272717382,0.731426787,41.90770332,1,7.355566025
8,8,203,Plane_0_4_2_.jpg,plane,line,arc,2,1.15258907,66.039,2.254742831,0,0,1,3.437708139
8,8,204,Sphere_2_0_.jpg,sphere,line,geo,3.174802104,0.349065556,20,1.108182312,0,0,0,6.137399912
8,8,205,Plane_2_5_.jpg,plane,line,geo,3.174802104,1.553697159,89.02,4.9325397,0,0,1,1.070528984
8,8,206,Plane_1_5_(Neg)5_.jpg,plane,line,arc,2.5198421,1.553697159,89.02,3.390484483,0,0,1,1.100512981
8,8,207,Plane_2_5_4_1_.jpg,plane,curve,arc,3.174802104,1.553697159,89.02036507,5.021480765,0.838572811,48.04672344,1,2.553754091
8,8,208,gSphere_3_6_(Neg)5_.jpg,sphere,curve,geo,4,2.094393333,120,8.377333333,0.713689083,40.8914069,0,2.070888042
8,8,209,gSphere_2_3_5_.jpg,sphere,curve,geo,3.174802104,0.855032498,48.98979486,2.714481207,0.550779558,31.55737079,1,6.21727109
8,8,210,gPlane_3_5_(Neg)2_.jpg,plane,curve,geo,4,1.553697159,89.02036507,6.214610597,0.245008896,14.03798753,1,0.870162964
8,8,211,Plane_3_5_3_.jpg,plane,line,arc,4,1.553697159,89.02,5.910463698,0,0,1,2.268722057
8,8,212,gSphere_1_6_4_.jpg,sphere,curve,geo,2.5198421,2.094393333,120,5.277389304,0.566185628,32.44007428,0,1.136548996
8,8,213,Plane_2_0_(Neg)4_.jpg,plane,line,arc,3.174802104,0.349065556,20,1.012380486,0,0,1,3.052093983
8,8,214,Plane_2_1_5_1_.jpg,plane,curve,arc,3.174802104,0.470542517,26.96012309,1.498398996,0.903798451,51.78388053,1,1.93649292
8,8,215,Plane_2_3_.jpg,plane,line,geo,3.174802104,0.855032498,48.99,2.714481207,0,0,1,1.336180925
8,8,216,Plane_3_6_2_.jpg,plane,line,arc,4,2.094393333,120,8.194279259,0,0,1,0.670650005
8,8,217,Sphere_3_2_(Neg)1_0_.jpg,sphere,curve,arc,4,0.634294209,36.34241186,2.537568895,0.107404275,6.153816826,1,2.221389055
8,8,218,Sphere_1_4_(Neg)4_.jpg,sphere,line,arc,2.5198421,1.15258907,66.039,2.653187446,0,0,1,0.884986877
8,8,219,Sphere_1_6_.jpg,sphere,line,geo,2.5198421,2.094393333,120,5.277389304,0,0,0,0.754537821
8,8,220,Plane_0_5_(Neg)2_.jpg,plane,line,arc,2,1.553697159,89.02,3.039407213,0,0,1,0.770915985
8,8,221,Sphere_0_6_5_.jpg,sphere,line,arc,2,2.094393333,120,3.627524082,0,0,1,0.919971943
8,8,222,Plane_0_2_(Neg)4_.jpg,plane,line,arc,2,0.634294209,36.342,1.158886361,0,0,1,0.887983084
8,8,223,Plane_2_2_.jpg,plane,line,geo,3.174802104,0.634294209,36.342,2.0137009,0,0,1,0.63690114
8,8,224,gPlane_1_3_1_.jpg,plane,curve,geo,2.5198421,0.855032498,48.98979486,2.154485162,0.109668837,6.283566828,0,0.57060194
9,9,1,gSphere_2_6_2_.jpg,sphere,curve,geo,3.174802104,2.094393333,120,6.649093873,0.280160147,16.05200758,1,2.236283064
9,9,2,Sphere_1_5_4_0_.jpg,sphere,curve,arc,2.5198421,1.553697159,89.02036507,3.985551924,0.493278124,28.26277849,0,1.435515165
9,9,3,Sphere_0_4_3_1_.jpg,sphere,curve,arc,2,1.15258907,66.03854498,2.318005892,0.582562877,33.37842237,0,2.635593176
9,9,4,gPlane_0_2_(Neg)5_.jpg,plane,curve,geo,2,0.634294209,36.34241186,1.268552076,0.538345563,30.84495473,1,4.419789791
9,9,5,Plane_2_5_2_0_.jpg,plane,curve,arc,3.174802104,1.553697159,89.02036507,4.952985151,0.245008896,14.03798753,1,1.385693073
9,9,6,Sphere_1_0_.jpg,sphere,line,geo,2.5198421,0.349065556,20,0.879564884,0,0,1,1.848474026
9,9,7,gPlane_2_2_2_.jpg,plane,curve,geo,3.174802104,0.634294209,36.34241186,2.0137009,0.214868548,12.31107133,1,1.347938061
9,9,8,gPlane_3_3_1_.jpg,plane,curve,geo,4,0.855032498,48.98979486,3.420032012,0.109668837,6.283566828,1,11.23570013
9,9,9,Plane_1_4_(Neg)3_.jpg,plane,line,arc,2.5198421,1.15258907,66.039,2.762123007,0,0,1,1.368793964
9,9,10,Plane_1_0_(Neg)1_0_.jpg,plane,curve,arc,2.5198421,0.349065556,20,0.879614055,0.105521091,6.045918257,0,1.453325033
9,9,11,gPlane_1_5_(Neg)1_.jpg,plane,curve,geo,2.5198421,1.553697159,89.02036507,3.914959354,0.122313568,7.008057157,1,0.985699177
9,9,12,Plane_3_1_1_.jpg,plane,line,arc,4,0.470542517,26.96,1.871806327,0,0,1,1.318336964
9,9,13,Sphere_2_0_.jpg,sphere,line,geo,3.174802104,0.349065556,20,1.108182312,0,0,1,3.036557913
9,9,14,Sphere_2_5_.jpg,sphere,line,geo,3.174802104,1.553697159,89.02,4.9325397,0,0,1,1.735909939
9,9,15,Sphere_1_3_.jpg,sphere,line,geo,2.5198421,0.855032498,48.99,2.154485162,0,0,1,2.153111935
9,9,16,Plane_1_3_(Neg)5_1_.jpg,plane,curve,arc,2.5198421,0.855032498,48.98979486,2.175834114,0.936325249,53.64753035,1,1.385746956
9,9,17,Sphere_3_5_5_.jpg,sphere,line,arc,4,1.553697159,89.02,5.382058635,0,0,0,1.002552986
9,9,18,Plane_3_3_.jpg,plane,line,geo,4,0.855032498,48.99,3.420032012,0,0,1,3.770048141
9,9,19,Plane_1_3_.jpg,plane,line,geo,2.5198421,0.855032498,48.99,2.154485162,0,0,1,2.002402067
9,9,20,gPlane_3_2_3_.jpg,plane,curve,geo,4,0.634294209,36.34241186,2.537104152,0.322458296,18.47551505,1,0.86619997
9,9,21,Plane_3_1_5_1_.jpg,plane,curve,arc,4,0.470542517,26.96012309,1.887864436,0.903798451,51.78388053,1,2.735414982
9,9,22,Plane_3_4_.jpg,plane,line,geo,4,1.15258907,66.039,4.610224201,0,0,1,0.71733284
9,9,23,gPlane_2_2_4_.jpg,plane,curve,geo,3.174802104,0.634294209,36.34241186,2.0137009,0.430251051,24.65159019,1,0.93603301
9,9,24,Plane_0_5_2_0_.jpg,plane,curve,arc,2,1.553697159,89.02036507,3.120185125,0.245008896,14.03798753,1,1.815611124
9,9,25,Plane_1_4_(Neg)3_0_.jpg,plane,curve,arc,2.5198421,1.15258907,66.03854498,2.920504418,0.342684046,19.6343661,1,1.669151068
9,9,26,Sphere_3_3_(Neg)1_.jpg,sphere,line,arc,4,0.855032498,48.99,3.401297823,0,0,0,3.652979851
9,9,27,Sphere_2_2_5_1_.jpg,sphere,curve,arc,3.174802104,0.634294209,36.34241186,2.024810892,0.915187457,52.43642303,0,10.88554096
9,9,28,Plane_2_1_.jpg,plane,line,geo,3.174802104,0.470542517,26.96,1.493836577,0,0,1,1.466903925
9,9,29,gPlane_1_0_2_.jpg,plane,curve,geo,2.5198421,0.349065556,20,0.879564884,0.211060151,12.09286607,0,9.236835957
9,9,30,Sphere_1_3_5_0_.jpg,sphere,curve,arc,2.5198421,0.855032498,48.98979486,2.175834114,0.550779558,31.55737079,1,4.285160065
9,9,31,Plane_3_6_(Neg)4_0_.jpg,plane,curve,arc,4,2.094393333,120,8.611387542,0.566185628,32.44007428,1,1.03342104
9,9,32,Plane_2_0_2_.jpg,plane,line,arc,3.174802104,0.349065556,20,1.083967293,0,0,1,1.369682074
9,9,33,Plane_0_2_2_.jpg,plane,line,arc,2,0.634294209,36.342,1.240832799,0,0,1,2.385273933
