Subject.No.,Version,order,image,Surface,Planar.Straight,Spherical.Straight,Size,pointDistance (radians),pointDistance (degrees),Line.Length,Pull,rotation (degrees),Response,rt
44,44,41,Plane_3_1_.jpg,plane,line,geo,4,0.470542517,26.96,1.882116149,0,0,1,1.017628908
44,44,42,gPlane_1_5_4_.jpg,plane,curve,geo,2.5198421,1.553697159,89.02036507,3.914959354,0.493278124,28.26277849,1,1.001237869
44,44,43,Sphere_1_6_3_.jpg,sphere,line,arc,2.5198421,2.094393333,120,5.019110597,0,0,1,1.068674803
44,44,44,Sphere_3_4_1_.jpg,sphere,line,arc,4,1.15258907,66.039,4.584970399,0,0,1,0.951901913
44,44,45,gPlane_1_0_1_.jpg,plane,curve,geo,2.5198421,0.349065556,20,0.879564884,0.105521091,6.045918257,0,2.435193062
44,44,46,Sphere_0_5_.jpg,sphere,line,geo,2,1.553697159,89.02,3.107305299,0,0,0,2.751312971
44,44,47,Sphere_0_4_3_.jpg,sphere,line,arc,2,1.15258907,66.039,2.192298484,0,0,1,0.968164921
44,44,48,Plane_0_4_2_.jpg,plane,line,arc,2,1.15258907,66.039,2.254742831,0,0,1,1.684799194
44,44,49,Plane_0_2_.jpg,plane,line,geo,2,0.634294209,36.342,1.268552076,0,0,1,0.746529102
44,44,50,Sphere_0_0_.jpg,sphere,line,geo,2,0.349065556,20,0.698111111,0,0,0,3.201665878
44,44,51,gPlane_1_5_(Neg)2_.jpg,plane,curve,geo,2.5198421,1.553697159,89.02036507,3.914959354,0.245008896,14.03798753,1,2.351103067
44,44,52,Sphere_0_4_3_0_.jpg,sphere,curve,arc,2,1.15258907,66.03854498,2.318005892,0.342684046,19.6343661,0,1.434518099
44,44,53,Sphere_2_4_1_.jpg,sphere,line,arc,3.174802104,1.15258907,66.039,3.639093417,0,0,1,2.166903019
44,44,54,Plane_3_4_1_.jpg,plane,line,arc,4,1.15258907,66.039,4.584970399,0,0,1,0.998762131
44,44,55,Sphere_1_6_.jpg,sphere,line,geo,2.5198421,2.094393333,120,5.277389304,0,0,0,4.036576986
44,44,56,Sphere_0_4_.jpg,sphere,line,geo,2,1.15258907,66.039,2.305112101,0,0,0,2.418653011
44,44,57,Plane_2_4_2_0_.jpg,plane,curve,arc,3.174802104,1.15258907,66.03854498,3.667909193,0.228102707,13.06933347,1,7.719124079
44,44,58,Sphere_1_1_(Neg)5_1_.jpg,sphere,curve,arc,2.5198421,0.470542517,26.96012309,1.189280071,0.903798451,51.78388053,0,3.166299105
44,44,59,Plane_1_6_(Neg)1_.jpg,plane,line,arc,2.5198421,2.094393333,120,5.248480917,0,0,1,3.202017069
44,44,60,Sphere_0_6_5_.jpg,sphere,line,arc,2,2.094393333,120,3.627524082,0,0,1,3.799700022
44,44,61,gSphere_0_3_3_.jpg,sphere,curve,geo,2,0.855032498,48.98979486,1.710016006,0.329458064,18.87657251,1,1.499437809
44,44,62,Plane_3_6_3_1_.jpg,plane,curve,arc,4,2.094393333,120,8.503762103,0.717442537,41.10646413,1,1.118405104
44,44,63,Plane_3_1_(Neg)2_1_.jpg,plane,curve,arc,4,0.470542517,26.96012309,1.882895947,0.361083061,20.68855292,0,7.549165964
44,44,64,gPlane_3_5_4_.jpg,plane,curve,geo,4,1.553697159,89.02036507,6.214610597,0.493278124,28.26277849,1,1.051787138
44,44,65,gSphere_1_1_3_.jpg,sphere,curve,geo,2.5198421,0.470542517,26.96012309,1.185658877,0.318687656,18.25947309,1,1.685070992
44,44,66,Sphere_3_5_(Neg)1_1_.jpg,sphere,curve,arc,4,1.553697159,89.02036507,6.22092113,0.207933066,11.91369717,0,9.568856001
44,44,67,Sphere_2_3_1_.jpg,sphere,line,arc,3.174802104,0.855032498,48.99,2.699611871,0,0,1,4.666594028
44,44,68,Sphere_3_5_.jpg,sphere,line,geo,4,1.553697159,89.02,6.214610597,0,0,0,0.830755949
44,44,69,Sphere_2_5_(Neg)3_1_.jpg,sphere,curve,arc,3.174802104,1.553697159,89.02036507,4.980153102,0.626451826,35.89307602,0,0.651396036
44,44,70,Plane_0_6_5_0_.jpg,plane,curve,arc,2,2.094393333,120,4.381516698,0.713689083,40.8914069,1,0.851469994
44,44,71,gPlane_0_4_(Neg)1_.jpg,plane,curve,geo,2,1.15258907,66.03854498,2.305112101,0.113949051,6.528805206,0,0.536684036
44,44,72,Plane_1_4_3_1_.jpg,plane,curve,arc,2.5198421,1.15258907,66.03854498,2.920504418,0.582562877,33.37842237,1,1.700490952
44,44,73,Plane_0_0_.jpg,plane,line,geo,2,0.349065556,20,0.698111111,0,0,1,0.668709993
44,44,74,Sphere_2_3_3_.jpg,sphere,line,arc,3.174802104,0.855032498,48.99,2.581632812,0,0,1,2.137344122
44,44,75,gPlane_1_1_5_.jpg,plane,curve,geo,2.5198421,0.470542517,26.96012309,1.185658877,0.531646148,30.46110619,0,2.449831009
44,44,76,gPlane_0_6_(Neg)5_.jpg,plane,curve,geo,2,2.094393333,120,4.188666667,0.713689083,40.8914069,1,1.154036999
44,44,77,Plane_2_3_.jpg,plane,line,geo,3.174802104,0.855032498,48.99,2.714481207,0,0,1,0.802083969
44,44,78,Plane_0_0_(Neg)5_.jpg,plane,line,arc,2,0.349065556,20,0.604587347,0,0,1,0.635871887
44,44,79,Plane_2_1_2_0_.jpg,plane,curve,arc,3.174802104,0.470542517,26.96012309,1.494455504,0.212401801,12.16973701,1,4.784785032
44,44,80,gSphere_2_0_4_.jpg,sphere,curve,geo,3.174802104,0.349065556,20,1.108182312,0.422274237,24.19455203,1,1.819517851
44,44,81,gPlane_1_3_(Neg)5_.jpg,plane,curve,geo,2.5198421,0.855032498,48.98979486,2.154485162,0.550779558,31.55737079,1,0.730973959
44,44,82,Sphere_2_0_3_.jpg,sphere,line,arc,3.174802104,0.349065556,20,1.053947182,0,0,1,0.902718067
44,44,83,Plane_1_4_.jpg,plane,line,geo,2.5198421,1.15258907,66.039,2.904259258,0,0,1,1.498605013
44,44,84,gSphere_1_3_(Neg)4_.jpg,sphere,curve,geo,2.5198421,0.855032498,48.98979486,2.154485162,0.439841419,25.20107824,0,1.485904932
44,44,85,Sphere_2_2_(Neg)4_.jpg,sphere,line,arc,3.174802104,0.634294209,36.342,1.839617428,0,0,1,6.031239033
44,44,86,Sphere_3_1_(Neg)4_0_.jpg,sphere,curve,arc,4,0.470542517,26.96012309,1.885535951,0.425084446,24.35556526,0,6.969355822
44,44,87,Sphere_3_4_.jpg,sphere,line,geo,4,1.15258907,66.039,4.610224201,0,0,0,0.936049938
44,44,88,Sphere_2_1_2_1_.jpg,sphere,curve,arc,3.174802104,0.470542517,26.96012309,1.494455504,0.361083061,20.68855292,0,4.737025976
44,44,89,Sphere_1_1_(Neg)4_.jpg,sphere,line,arc,2.5198421,0.470542517,26.96,1.083159239,0,0,1,1.68689394
44,44,90,gSphere_0_5_2_.jpg,sphere,curve,geo,2,1.553697159,89.02036507,3.107305299,0.245008896,14.03798753,1,1.364487886
44,44,91,Plane_3_6_.jpg,plane,line,geo,4,2.094393333,120,8.377333333,0,0,1,2.1008389
44,44,92,Sphere_2_4_3_0_.jpg,sphere,curve,arc,3.174802104,1.15258907,66.03854498,3.679604992,0.342684046,19.6343661,0,1.520635128
44,44,93,Plane_2_1_.jpg,plane,line,geo,3.174802104,0.470542517,26.96,1.493836577,0,0,1,0.635124922
44,44,94,gSphere_2_5_(Neg)5_.jpg,sphere,curve,geo,3.174802104,1.553697159,89.02036507,4.9325397,0.619955179,35.52084523,1,1.234930038
44,44,95,Plane_3_6_1_.jpg,plane,line,arc,4,2.094393333,120,8.331444129,0,0,1,1.386439085
44,44,96,Sphere_0_2_.jpg,sphere,line,geo,2,0.634294209,36.342,1.268552076,0,0,0,0.851964951
44,44,97,Sphere_1_4_(Neg)4_.jpg,sphere,line,arc,2.5198421,1.15258907,66.039,2.653187446,0,0,1,0.870672941
44,44,98,Sphere_2_2_.jpg,sphere,line,geo,3.174802104,0.634294209,36.342,2.0137009,0,0,0,2.587193012
44,44,99,Plane_3_3_.jpg,plane,line,geo,4,0.855032498,48.99,3.420032012,0,0,1,0.852463007
44,44,100,Sphere_0_5_(Neg)1_0_.jpg,sphere,curve,arc,2,1.553697159,89.02036507,3.110460565,0.122313568,7.008057157,0,3.149174929
44,44,101,gPlane_2_3_(Neg)4_.jpg,plane,curve,geo,3.174802104,0.855032498,48.98979486,2.714481207,0.439841419,25.20107824,1,0.818358898
44,44,102,gSphere_2_1_(Neg)2_.jpg,sphere,curve,geo,3.174802104,0.470542517,26.96012309,1.493836577,0.212401801,12.16973701,1,1.102083921
44,44,103,Sphere_0_5_(Neg)4_1_.jpg,sphere,curve,arc,2,1.553697159,89.02036507,3.163334659,0.838572811,48.04672344,0,0.750995874
44,44,104,Plane_2_1_(Neg)4_0_.jpg,plane,curve,arc,3.174802104,0.470542517,26.96012309,1.496550876,0.425084446,24.35556526,0,1.70276618
44,44,105,Plane_1_4_(Neg)2_0_.jpg,plane,curve,arc,2.5198421,1.15258907,66.03854498,2.911221455,0.228102707,13.06933347,1,0.765720129
44,44,106,gSphere_3_1_2_.jpg,sphere,curve,geo,4,0.470542517,26.96012309,1.882116149,0.212401801,12.16973701,1,4.035921812
44,44,107,Plane_1_2_2_1_.jpg,plane,curve,arc,2.5198421,0.634294209,36.34241186,1.599472619,0.365276531,20.92882126,0,1.902904987
44,44,108,Plane_3_5_(Neg)2_.jpg,plane,line,arc,4,1.553697159,89.02,6.078814426,0,0,1,1.669957161
44,44,109,gSphere_1_4_3_.jpg,sphere,curve,geo,2.5198421,1.15258907,66.03854498,2.904259258,0.342684046,19.6343661,1,4.520452976
44,44,110,gPlane_3_1_(Neg)2_.jpg,plane,curve,geo,4,0.470542517,26.96012309,1.882116149,0.212401801,12.16973701,1,2.353222132
44,44,111,Plane_2_1_3_.jpg,plane,line,arc,3.174802104,0.470542517,26.96,1.420727288,0,0,1,0.91882205
44,44,112,gPlane_2_6_(Neg)5_.jpg,plane,curve,geo,3.174802104,2.094393333,120,6.649093873,0.713689083,40.8914069,1,1.204380989
44,44,113,Plane_2_0_(Neg)4_1_.jpg,plane,curve,arc,3.174802104,0.349065556,20,1.109293639,0.717866203,41.13073844,1,1.736024857
44,44,114,Sphere_2_3_.jpg,sphere,line,geo,3.174802104,0.855032498,48.99,2.714481207,0,0,0,0.853181124
44,44,115,Sphere_1_2_3_.jpg,sphere,line,arc,2.5198421,0.634294209,36.342,1.52005487,0,0,1,1.752967119
44,44,116,Plane_1_3_(Neg)2_.jpg,plane,line,arc,2.5198421,0.855032498,48.99,2.107407258,0,0,1,1.4355371
44,44,117,Sphere_1_2_.jpg,sphere,line,geo,2.5198421,0.634294209,36.342,1.598275464,0,0,0,1.98449707
44,44,118,Plane_1_4_(Neg)2_.jpg,plane,line,arc,2.5198421,1.15258907,66.039,2.840797955,0,0,1,3.10435009
44,44,119,Plane_1_1_.jpg,plane,line,geo,2.5198421,0.470542517,26.96,1.185658877,0,0,1,0.569087029
44,44,120,Plane_0_2_5_.jpg,plane,line,arc,2,0.634294209,36.342,1.098608118,0,0,1,0.999238968
44,44,121,gSphere_0_0_4_.jpg,sphere,curve,geo,2,0.349065556,20,0.698111111,0.422274237,24.19455203,1,3.050198078
44,44,122,Plane_3_2_1_.jpg,plane,line,arc,4,0.634294209,36.342,2.523206449,0,0,1,0.847269058
44,44,123,gPlane_0_5_2_.jpg,plane,curve,geo,2,1.553697159,89.02036507,3.107305299,0.245008896,14.03798753,1,1.052226067
44,44,124,Sphere_3_2_1_1_.jpg,sphere,curve,arc,4,0.634294209,36.34241186,2.537568895,0.182587267,10.4614886,1,1.801105022
44,44,125,Plane_1_2_(Neg)2_1_.jpg,plane,curve,arc,2.5198421,0.634294209,36.34241186,1.599472619,0.365276531,20.92882126,1,3.388100147
44,44,126,gSphere_0_4_(Neg)5_.jpg,sphere,curve,geo,2,1.15258907,66.03854498,2.305112101,0.57425566,32.90245344,1,1.900283098
44,44,127,gPlane_1_0_3_.jpg,plane,curve,geo,2.5198421,0.349065556,20,0.879564884,0.316636791,18.14196709,1,1.167161942
44,44,128,Plane_3_2_.jpg,plane,line,geo,4,0.634294209,36.342,2.537104152,0,0,1,0.652509928
44,44,129,Plane_0_6_.jpg,plane,line,geo,2,2.094393333,120,4.188666667,0,0,1,0.537995815
44,44,130,Plane_3_0_.jpg,plane,line,geo,4,0.349065556,20,1.396222222,0,0,1,0.553612947
44,44,131,Sphere_2_5_(Neg)2_.jpg,sphere,line,arc,3.174802104,1.553697159,89.02,4.824758207,0,0,1,1.002294064
44,44,132,Sphere_0_3_.jpg,sphere,line,geo,2,0.855032498,48.99,1.710016006,0,0,0,1.851046085
44,44,133,Sphere_3_5_2_.jpg,sphere,line,arc,4,1.553697159,89.02,6.078814426,0,0,1,0.48259306
44,44,134,Plane_2_1_(Neg)5_.jpg,plane,line,arc,3.174802104,0.470542517,26.96,1.293711959,0,0,1,1.302154064
44,44,135,Plane_3_3_(Neg)2_0_.jpg,plane,curve,arc,4,0.855032498,48.98979486,3.424640284,0.219448049,12.57345767,1,0.885541916
44,44,136,Sphere_3_2_4_1_.jpg,sphere,curve,arc,4,0.634294209,36.34241186,2.545434765,0.731426787,41.90770332,0,1.499385118
44,44,137,Plane_3_4_4_0_.jpg,plane,curve,arc,4,1.15258907,66.03854498,4.658537748,0.457956724,26.23900964,1,1.902114153
44,44,138,Plane_1_1_(Neg)5_.jpg,plane,line,arc,2.5198421,0.470542517,26.96,1.026819862,0,0,1,0.702327013
44,44,139,gSphere_1_3_(Neg)2_.jpg,sphere,curve,geo,2.5198421,0.855032498,48.98979486,2.154485162,0.219448049,12.57345767,1,1.0198071
44,44,140,Sphere_1_0_.jpg,sphere,line,geo,2.5198421,0.349065556,20,0.879564884,0,0,0,1.119133949
44,44,141,gSphere_3_6_(Neg)1_.jpg,sphere,curve,geo,4,2.094393333,120,8.377333333,0.139733553,8.0061496,1,6.851411819
44,44,142,Sphere_3_6_.jpg,sphere,line,geo,4,2.094393333,120,8.377333333,0,0,0,1.086246014
44,44,143,Sphere_2_3_4_.jpg,sphere,line,arc,3.174802104,0.855032498,48.99,2.479815616,0,0,1,3.550642967
44,44,144,Plane_0_3_.jpg,plane,line,geo,2,0.855032498,48.99,1.710016006,0,0,1,0.704830885
44,44,145,gPlane_1_2_(Neg)2_.jpg,plane,curve,geo,2.5198421,0.634294209,36.34241186,1.598275464,0.214868548,12.31107133,1,0.853718996
44,44,146,Plane_3_4_.jpg,plane,line,geo,4,1.15258907,66.039,4.610224201,0,0,1,0.536957026
44,44,147,Sphere_2_4_.jpg,sphere,line,geo,3.174802104,1.15258907,66.039,3.659137373,0,0,0,6.502104998
44,44,148,gSphere_3_2_(Neg)2_.jpg,sphere,curve,geo,4,0.634294209,36.34241186,2.537104152,0.214868548,12.31107133,0,1.764775991
44,44,149,Sphere_2_1_(Neg)4_.jpg,sphere,line,arc,3.174802104,0.470542517,26.96,1.364695126,0,0,1,1.486716986
44,44,150,Plane_2_5_(Neg)2_.jpg,plane,line,arc,3.174802104,1.553697159,89.02,4.824758207,0,0,1,0.952441931
44,44,151,Plane_0_6_1_.jpg,plane,line,arc,2,2.094393333,120,4.165722065,0,0,1,0.514239073
44,44,152,Sphere_1_6_5_.jpg,sphere,line,arc,2.5198421,2.094393333,120,4.57039395,0,0,1,0.98536396
44,44,153,Sphere_3_3_(Neg)2_0_.jpg,sphere,curve,arc,4,0.855032498,48.98979486,3.424640284,0.219448049,12.57345767,0,0.781441927
44,44,154,Plane_3_3_(Neg)1_1_.jpg,plane,curve,arc,4,0.855032498,48.98979486,3.421159201,0.186437023,10.68206361,1,2.152242184
44,44,155,gSphere_2_5_(Neg)3_.jpg,sphere,curve,geo,3.174802104,1.553697159,89.02036507,4.9325397,0.368501074,21.11357413,1,0.785953999
44,44,156,gSphere_2_6_2_.jpg,sphere,curve,geo,3.174802104,2.094393333,120,6.649093873,0.280160147,16.05200758,1,1.002288103
44,44,157,Plane_3_3_3_.jpg,plane,line,arc,4,0.855032498,48.99,3.252653523,0,0,1,1.069235086
44,44,158,Sphere_3_0_5_0_.jpg,sphere,curve,arc,4,0.349065556,20,1.398576203,0.528002078,30.25231619,0,2.970536947
44,44,159,Sphere_0_2_3_1_.jpg,sphere,curve,arc,2,0.634294209,36.34241186,1.270771606,0.548179104,31.40837559,0,1.068446875
44,44,160,gSphere_2_4_(Neg)1_.jpg,sphere,curve,geo,3.174802104,1.15258907,66.03854498,3.659137373,0.113949051,6.528805206,0,1.118224144
44,44,161,Sphere_0_1_4_0_.jpg,sphere,curve,arc,2,0.470542517,26.96012309,0.942767976,0.425084446,24.35556526,0,1.186316967
44,44,162,Plane_3_6_(Neg)5_1_.jpg,plane,curve,arc,4,2.094393333,120,8.763033395,1.213271442,69.51539174,1,0.920500994
44,44,163,Sphere_2_6_.jpg,sphere,line,geo,3.174802104,2.094393333,120,6.649093873,0,0,0,6.338468075
44,44,164,gPlane_2_1_(Neg)2_.jpg,plane,curve,geo,3.174802104,0.470542517,26.96012309,1.493836577,0.212401801,12.16973701,0,0.667360067
44,44,165,Sphere_0_1_3_1_.jpg,sphere,curve,arc,2,0.470542517,26.96012309,0.941968988,0.541769015,31.04110426,0,0.753498077
44,44,166,Plane_0_5_5_.jpg,plane,line,arc,2,1.553697159,89.02,2.691029317,0,0,1,5.302866936
44,44,167,Plane_3_3_5_1_.jpg,plane,curve,arc,4,0.855032498,48.98979486,3.453921361,0.936325249,53.64753035,1,1.019258976
44,44,168,Sphere_3_0_5_.jpg,sphere,line,arc,4,0.349065556,20,1.209174694,0,0,1,7.867244959
44,44,169,Sphere_2_5_.jpg,sphere,line,geo,3.174802104,1.553697159,89.02,4.9325397,0,0,0,1.036908865
44,44,170,Sphere_0_3_3_.jpg,sphere,line,arc,2,0.855032498,48.99,1.626326761,0,0,1,1.016713142
44,44,171,gSphere_2_5_(Neg)2_.jpg,sphere,curve,geo,3.174802104,1.553697159,89.02036507,4.9325397,0.245008896,14.03798753,1,0.686099052
44,44,172,Sphere_3_3_3_0_.jpg,sphere,curve,arc,4,0.855032498,48.98979486,3.430792844,0.329458064,18.87657251,0,0.650578022
44,44,173,Plane_3_4_1_1_.jpg,plane,curve,arc,4,1.15258907,66.03854498,4.61292865,0.193713386,11.09896885,1,2.066704035
44,44,174,Plane_2_0_2_.jpg,plane,line,arc,3.174802104,0.349065556,20,1.083967293,0,0,1,0.619593859
44,44,175,gPlane_2_0_(Neg)3_.jpg,plane,curve,geo,3.174802104,0.349065556,20,1.108182312,0.316636791,18.14196709,0,0.487411976
44,44,176,gPlane_2_0_(Neg)1_.jpg,plane,curve,geo,3.174802104,0.349065556,20,1.108182312,0.105521091,6.045918257,0,0.520464897
44,44,177,Sphere_2_2_(Neg)5_0_.jpg,sphere,curve,arc,3.174802104,0.634294209,36.34241186,2.024810892,0.538345563,30.84495473,0,0.836199045
44,44,178,Plane_1_0_(Neg)5_0_.jpg,plane,curve,arc,2.5198421,0.349065556,20,0.881047799,0.528002078,30.25231619,1,1.051855087
44,44,179,Plane_1_1_(Neg)4_0_.jpg,plane,curve,arc,2.5198421,0.470542517,26.96012309,1.187813217,0.425084446,24.35556526,1,1.070008993
44,44,180,Plane_0_4_.jpg,plane,line,geo,2,1.15258907,66.039,2.305112101,0,0,1,0.653235197
44,44,181,gPlane_1_6_1_.jpg,plane,curve,geo,2.5198421,2.094393333,120,5.277389304,0.139733553,8.0061496,1,0.819422007
44,44,182,Plane_3_1_2_.jpg,plane,line,arc,4,0.470542517,26.96,1.840989812,0,0,1,0.969160795
44,44,183,Sphere_0_1_(Neg)5_0_.jpg,sphere,curve,arc,2,0.470542517,26.96012309,0.943932218,0.531646148,30.46110619,0,0.967559099
44,44,184,Plane_1_0_.jpg,plane,line,geo,2.5198421,0.349065556,20,0.879564884,0,0,1,3.453351021
44,44,185,Plane_1_1_2_1_.jpg,plane,curve,arc,2.5198421,0.470542517,26.96012309,1.186150119,0.361083061,20.68855292,0,0.803704977
44,44,186,Sphere_0_0_(Neg)5_.jpg,sphere,line,arc,2,0.349065556,20,0.604587347,0,0,1,2.302906036
44,44,187,Sphere_1_2_4_0_.jpg,sphere,curve,arc,2.5198421,0.634294209,36.34241186,1.60352342,0.430251051,24.65159019,0,0.869190931
44,44,188,Sphere_1_1_.jpg,sphere,line,geo,2.5198421,0.470542517,26.96,1.185658877,0,0,0,5.218177795
44,44,189,Sphere_1_5_.jpg,sphere,line,geo,2.5198421,1.553697159,89.02,3.914959354,0,0,0,1.286111116
44,44,190,gPlane_0_3_4_.jpg,plane,curve,geo,2,0.855032498,48.98979486,1.710016006,0.439841419,25.20107824,1,2.119459867
44,44,191,Plane_2_6_(Neg)5_.jpg,plane,line,arc,3.174802104,2.094393333,120,5.758335544,0,0,1,0.819339037
44,44,192,Plane_1_3_(Neg)1_.jpg,plane,line,arc,2.5198421,0.855032498,48.99,2.142683362,0,0,1,0.686224937
44,44,193,gPlane_0_5_3_.jpg,plane,curve,geo,2,1.553697159,89.02036507,3.107305299,0.368501074,21.11357413,1,1.30103898
44,44,194,Sphere_3_1_.jpg,sphere,line,geo,4,0.470542517,26.96,1.882116149,0,0,0,6.235075951
44,44,195,gSphere_0_5_(Neg)1_.jpg,sphere,curve,geo,2,1.553697159,89.02036507,3.107305299,0.122313568,7.008057157,1,1.053386927
44,44,196,Plane_2_0_.jpg,plane,line,geo,3.174802104,0.349065556,20,1.108182312,0,0,1,10.91922617
44,44,197,gSphere_2_4_5_.jpg,sphere,curve,geo,3.174802104,1.15258907,66.03854498,3.659137373,0.57425566,32.90245344,1,0.837327003
44,44,198,Sphere_0_6_(Neg)5_.jpg,sphere,line,arc,2,2.094393333,120,3.627524082,0,0,1,0.965942144
44,44,199,gPlane_0_4_1_.jpg,plane,curve,geo,2,1.15258907,66.03854498,2.305112101,0.113949051,6.528805206,1,1.819544077
44,44,200,Sphere_3_2_(Neg)4_0_.jpg,sphere,curve,arc,4,0.634294209,36.34241186,2.545434765,0.430251051,24.65159019,0,4.867245197
44,44,201,gPlane_2_4_(Neg)4_.jpg,plane,curve,geo,3.174802104,1.15258907,66.03854498,3.659137373,0.457956724,26.23900964,1,1.001723051
44,44,202,Plane_3_2_(Neg)1_.jpg,plane,line,arc,4,0.634294209,36.342,2.523206449,0,0,1,1.74830699
44,44,203,Plane_1_5_.jpg,plane,line,geo,2.5198421,1.553697159,89.02,3.914959354,0,0,1,0.498114824
44,44,204,Sphere_3_0_.jpg,sphere,line,geo,4,0.349065556,20,1.396222222,0,0,0,1.852135897
44,44,205,Sphere_0_3_4_0_.jpg,sphere,curve,arc,2,0.855032498,48.98979486,1.720108021,0.439841419,25.20107824,0,0.798989058
44,44,206,Plane_2_5_.jpg,plane,line,geo,3.174802104,1.553697159,89.02,4.9325397,0,0,1,0.669816017
44,44,207,Sphere_3_1_(Neg)4_1_.jpg,sphere,curve,arc,4,0.470542517,26.96012309,1.885535951,0.722643558,41.40446094,0,1.45085001
44,44,208,gSphere_2_6_(Neg)3_.jpg,sphere,curve,geo,3.174802104,2.094393333,120,6.649093873,0.422025022,24.18027302,1,1.086826086
44,44,209,Plane_1_6_.jpg,plane,line,geo,2.5198421,2.094393333,120,5.277389304,0,0,1,1.119074106
44,44,210,Sphere_3_2_(Neg)2_.jpg,sphere,line,arc,4,0.634294209,36.342,2.481665597,0,0,1,0.819499016
44,44,211,Plane_0_1_.jpg,plane,line,geo,2,0.470542517,26.96,0.941058074,0,0,1,0.719156981
44,44,212,Plane_1_2_.jpg,plane,line,geo,2.5198421,0.634294209,36.342,1.598275464,0,0,1,1.449624062
44,44,213,gSphere_0_5_4_.jpg,sphere,curve,geo,2,1.553697159,89.02036507,3.107305299,0.493278124,28.26277849,1,1.150825024
44,44,214,Sphere_1_4_.jpg,sphere,line,geo,2.5198421,1.15258907,66.039,2.904259258,0,0,0,0.870482922
44,44,215,Sphere_2_0_.jpg,sphere,line,geo,3.174802104,0.349065556,20,1.108182312,0,0,0,2.250836134
44,44,216,Plane_0_5_.jpg,plane,line,geo,2,1.553697159,89.02,3.107305299,0,0,1,0.649999142
44,44,217,gPlane_1_3_(Neg)3_.jpg,plane,curve,geo,2.5198421,0.855032498,48.98979486,2.154485162,0.329458064,18.87657251,1,1.036228895
44,44,218,Sphere_3_2_.jpg,sphere,line,geo,4,0.634294209,36.342,2.537104152,0,0,0,1.017623901
44,44,219,Sphere_3_0_(Neg)4_1_.jpg,sphere,curve,arc,4,0.349065556,20,1.397622406,0.717866203,41.13073844,0,0.968025923
44,44,220,Sphere_1_4_(Neg)4_0_.jpg,sphere,curve,arc,2.5198421,1.15258907,66.03854498,2.934694885,0.457956724,26.23900964,0,2.671145916
44,44,221,gSphere_1_3_(Neg)3_.jpg,sphere,curve,geo,2.5198421,0.855032498,48.98979486,2.154485162,0.329458064,18.87657251,1,1.503969908
44,44,222,gSphere_3_6_1_.jpg,sphere,curve,geo,4,2.094393333,120,8.377333333,0.139733553,8.0061496,1,0.706968069
44,44,223,Plane_1_5_2_1_.jpg,plane,curve,arc,2.5198421,1.553697159,89.02036507,3.931186919,0.416515123,23.8645788,1,8.702051878
44,44,224,Plane_1_4_1_.jpg,plane,line,arc,2.5198421,1.15258907,66.039,2.888350359,0,0,1,0.585175991
45,45,1,gSphere_0_0_2_.jpg,sphere,curve,geo,2,0.349065556,20,0.698111111,0.211060151,12.09286607,1,4.085925102
45,45,2,Sphere_3_1_4_.jpg,sphere,line,arc,4,0.470542517,26.96,1.719408115,0,0,0,2.917039871
45,45,3,Plane_3_4_1_0_.jpg,plane,curve,arc,4,1.15258907,66.03854498,4.61292865,0.113949051,6.528805206,1,3.951505899
45,45,4,Sphere_2_2_5_.jpg,sphere,line,arc,3.174802104,0.634294209,36.342,1.743931683,0,0,0,2.149549961
45,45,5,gSphere_0_0_(Neg)2_.jpg,sphere,curve,geo,2,0.349065556,20,0.698111111,0.211060151,12.09286607,1,2.20311904
45,45,6,Sphere_3_4_.jpg,sphere,line,geo,4,1.15258907,66.039,4.610224201,0,0,1,3.168789148
45,45,7,Plane_0_6_.jpg,plane,line,geo,2,2.094393333,120,4.188666667,0,0,1,1.73322916
45,45,8,Sphere_0_2_5_.jpg,sphere,line,arc,2,0.634294209,36.342,1.098608118,0,0,1,9.617133141
45,45,9,Plane_1_2_.jpg,plane,line,geo,2.5198421,0.634294209,36.342,1.598275464,0,0,1,1.534635782
45,45,10,Plane_2_2_5_1_.jpg,plane,curve,arc,3.174802104,0.634294209,36.34241186,2.024810892,0.915187457,52.43642303,1,1.051448107
45,45,11,Plane_3_0_.jpg,plane,line,geo,4,0.349065556,20,1.396222222,0,0,1,3.067492008
45,45,12,Sphere_0_0_.jpg,sphere,line,geo,2,0.349065556,20,0.698111111,0,0,1,3.601948977
45,45,13,Plane_2_5_.jpg,plane,line,geo,3.174802104,1.553697159,89.02,4.9325397,0,0,1,1.902760983
45,45,14,gPlane_3_2_4_.jpg,plane,curve,geo,4,0.634294209,36.34241186,2.537104152,0.430251051,24.65159019,1,1.102682114
45,45,15,gPlane_3_3_(Neg)1_.jpg,plane,curve,geo,4,0.855032498,48.98979486,3.420032012,0.109668837,6.283566828,1,1.802712917
45,45,16,gSphere_2_6_4_.jpg,sphere,curve,geo,3.174802104,2.094393333,120,6.649093873,0.566185628,32.44007428,1,6.100216866
45,45,17,Sphere_3_6_(Neg)3_0_.jpg,sphere,curve,arc,4,2.094393333,120,8.503762103,0.422025022,24.18027302,0,4.800278902
45,45,18,gSphere_1_1_1_.jpg,sphere,curve,geo,2.5198421,0.470542517,26.96012309,1.185658877,0.106184508,6.083929315,0,10.13279319
