subject_no,version,order,image,surface,planar,spherical,line_length,response,reaction_time,size,separation,pull,spin,point_sep_rad,rotation_angle,height
39,39,143,Plane_2_4_.jpg,plane,line,geo,3.6592452937801516,correct,1.002251863,2,4,0,NA,1.1525900430905907,0,0
39,39,167,Plane_1_4_.jpg,plane,line,geo,2.9043449143781483,correct,0.586580992,1,4,0,NA,1.1525900430905907,0,0
39,39,169,Plane_2_0_.jpg,plane,line,geo,1.1082149962586678,correct,0.585881948,2,0,0,NA,0.34906585039886595,0,0
39,39,172,Plane_1_3_.jpg,plane,line,geo,2.154548704746703,correct,0.501060009,1,3,0,NA,0.8550332201079094,0,0
39,39,188,Plane_2_1_.jpg,plane,line,geo,1.4938806355736838,correct,0.615883827,2,1,0,NA,0.47054291469740406,0,0
39,39,195,Plane_0_3_.jpg,plane,line,geo,1.7100664402158188,correct,0.58328104,0,3,0,NA,0.8550332201079094,0,0
39,39,198,Plane_2_3_.jpg,plane,line,geo,2.7145612661341048,correct,0.598170042,2,3,0,NA,0.8550332201079094,0,0
39,39,202,Plane_3_6_.jpg,plane,line,geo,8.37758040957278,correct,0.416683912,3,6,0,NA,2.094395102393195,0,0
39,39,213,Plane_0_6_.jpg,plane,line,geo,4.18879020478639,correct,0.619290113,0,6,0,NA,2.094395102393195,0,0
39,39,219,Plane_3_1_.jpg,plane,line,geo,1.8821716587896162,correct,0.447268009,3,1,0,NA,0.47054291469740406,0,0
39,39,221,Plane_1_2_.jpg,plane,line,geo,1.5983226021622894,correct,0.436562061,1,2,0,NA,0.634294745014242,0,0
40,40,2,Plane_1_2_.jpg,plane,line,geo,1.5983226021622894,correct,3.567564011,1,2,0,NA,0.634294745014242,0,0
40,40,6,Plane_3_1_.jpg,plane,line,geo,1.8821716587896162,correct,2.297641993,3,1,0,NA,0.47054291469740406,0,0
40,40,13,Plane_2_6_.jpg,plane,line,geo,6.649289977552004,incorrect,2.888211966,2,6,0,NA,2.094395102393195,0,0
40,40,14,Plane_3_0_.jpg,plane,line,geo,1.3962634015954638,correct,0.867785931,3,0,0,NA,0.34906585039886595,0,0
40,40,21,Plane_2_1_.jpg,plane,line,geo,1.4938806355736838,incorrect,0.852220058,2,1,0,NA,0.47054291469740406,0,0
40,40,32,Plane_0_1_.jpg,plane,line,geo,0.9410858293948081,correct,4.268324852,0,1,0,NA,0.47054291469740406,0,0
40,40,33,Plane_1_4_.jpg,plane,line,geo,2.9043449143781483,correct,1.019661903,1,4,0,NA,1.1525900430905907,0,0
40,40,40,Plane_0_2_.jpg,plane,line,geo,1.268589490028484,correct,2.288414001,0,2,0,NA,0.634294745014242,0,0
40,40,56,Plane_0_6_.jpg,plane,line,geo,4.18879020478639,correct,1.369140148,0,6,0,NA,2.094395102393195,0,0
40,40,74,Plane_2_3_.jpg,plane,line,geo,2.7145612661341048,correct,1.969292164,2,3,0,NA,0.8550332201079094,0,0
40,40,79,Plane_0_4_.jpg,plane,line,geo,2.3051800861811813,correct,1.271394968,0,4,0,NA,1.1525900430905907,0,0
40,40,90,Plane_0_5_.jpg,plane,line,geo,3.107396943627315,correct,1.769783974,0,5,0,NA,1.5536984718136575,0,0
40,40,101,Plane_2_5_.jpg,plane,line,geo,4.932685177196768,correct,1.336807966,2,5,0,NA,1.5536984718136575,0,0
40,40,106,Plane_1_1_.jpg,plane,line,geo,1.1856938462122941,correct,0.569294214,1,1,0,NA,0.47054291469740406,0,0
40,40,107,Plane_1_6_.jpg,plane,line,geo,5.2775449526038285,correct,0.583006859,1,6,0,NA,2.094395102393195,0,0
40,40,122,Plane_0_0_.jpg,plane,line,geo,0.6981317007977319,incorrect,3.649931908,0,0,0,NA,0.34906585039886595,0,0
40,40,127,Plane_0_3_.jpg,plane,line,geo,1.7100664402158188,correct,1.232964993,0,3,0,NA,0.8550332201079094,0,0
40,40,156,Plane_2_4_.jpg,plane,line,geo,3.6592452937801516,incorrect,0.751565933,2,4,0,NA,1.1525900430905907,0,0
40,40,161,Plane_1_0_.jpg,plane,line,geo,0.8795908254339718,correct,2.118595123,1,0,0,NA,0.34906585039886595,0,0
40,40,170,Plane_2_2_.jpg,plane,line,geo,2.013760290987017,correct,0.88417697,2,2,0,NA,0.634294745014242,0,0
40,40,172,Plane_1_3_.jpg,plane,line,geo,2.154548704746703,correct,1.202892065,1,3,0,NA,0.8550332201079094,0,0
40,40,199,Plane_2_0_.jpg,plane,line,geo,1.1082149962586678,correct,0.915179968,2,0,0,NA,0.34906585039886595,0,0
40,40,202,Plane_3_6_.jpg,plane,line,geo,8.37758040957278,correct,8.803681135,3,6,0,NA,2.094395102393195,0,0
40,40,206,Plane_1_5_.jpg,plane,line,geo,3.9150748196550467,correct,0.184520006,1,5,0,NA,1.5536984718136575,0,0
40,40,209,Plane_3_2_.jpg,plane,line,geo,2.537178980056968,correct,0.987733126,3,2,0,NA,0.634294745014242,0,0
40,40,213,Plane_3_3_.jpg,plane,line,geo,3.4201328804316375,correct,0.569086075,3,3,0,NA,0.8550332201079094,0,0
40,40,218,Plane_3_4_.jpg,plane,line,geo,4.610360172362363,correct,0.536070824,3,4,0,NA,1.1525900430905907,0,0
40,40,219,Plane_3_5_.jpg,plane,line,geo,6.21479388725463,correct,0.436653852,3,5,0,NA,1.5536984718136575,0,0
41,41,4,Plane_3_2_.jpg,plane,line,geo,2.537178980056968,correct,1.468595028,3,2,0,NA,0.634294745014242,0,0
41,41,34,Plane_3_3_.jpg,plane,line,geo,3.4201328804316375,correct,1.051713943,3,3,0,NA,0.8550332201079094,0,0
41,41,39,Plane_0_6_.jpg,plane,line,geo,4.18879020478639,correct,1.353530169,0,6,0,NA,2.094395102393195,0,0
41,41,56,Plane_0_5_.jpg,plane,line,geo,3.107396943627315,correct,2.162927151,0,5,0,NA,1.5536984718136575,0,0
41,41,70,Plane_2_1_.jpg,plane,line,geo,1.4938806355736838,correct,1.351774931,2,1,0,NA,0.47054291469740406,0,0
41,41,80,Plane_3_4_.jpg,plane,line,geo,4.610360172362363,correct,1.73486495,3,4,0,NA,1.1525900430905907,0,0
41,41,98,Plane_1_3_.jpg,plane,line,geo,2.154548704746703,correct,1.420087099,1,3,0,NA,0.8550332201079094,0,0
41,41,110,Plane_3_5_.jpg,plane,line,geo,6.21479388725463,correct,1.951603174,3,5,0,NA,1.5536984718136575,0,0
41,41,115,Plane_1_4_.jpg,plane,line,geo,2.9043449143781483,correct,1.234701157,1,4,0,NA,1.1525900430905907,0,0
41,41,116,Plane_1_2_.jpg,plane,line,geo,1.5983226021622894,correct,0.786564112,1,2,0,NA,0.634294745014242,0,0
41,41,118,Plane_2_0_.jpg,plane,line,geo,1.1082149962586678,correct,0.718039989,2,0,0,NA,0.34906585039886595,0,0
41,41,122,Plane_1_6_.jpg,plane,line,geo,5.2775449526038285,correct,2.801669121,1,6,0,NA,2.094395102393195,0,0
41,41,135,Plane_2_3_.jpg,plane,line,geo,2.7145612661341048,correct,2.551063061,2,3,0,NA,0.8550332201079094,0,0
41,41,136,Plane_0_4_.jpg,plane,line,geo,2.3051800861811813,correct,0.882276058,0,4,0,NA,1.1525900430905907,0,0
41,41,137,Plane_0_3_.jpg,plane,line,geo,1.7100664402158188,incorrect,1.252924204,0,3,0,NA,0.8550332201079094,0,0
41,41,139,Plane_2_6_.jpg,plane,line,geo,6.649289977552004,correct,0.58409214,2,6,0,NA,2.094395102393195,0,0
41,41,140,Plane_3_6_.jpg,plane,line,geo,8.37758040957278,correct,0.718020916,3,6,0,NA,2.094395102393195,0,0
41,41,148,Plane_1_5_.jpg,plane,line,geo,3.9150748196550467,correct,1.815801144,1,5,0,NA,1.5536984718136575,0,0
41,41,156,Plane_3_0_.jpg,plane,line,geo,1.3962634015954638,correct,1.402043104,3,0,0,NA,0.34906585039886595,0,0
41,41,159,Plane_2_5_.jpg,plane,line,geo,4.932685177196768,correct,1.269337893,2,5,0,NA,1.5536984718136575,0,0
41,41,178,Plane_2_2_.jpg,plane,line,geo,2.013760290987017,correct,0.835310936,2,2,0,NA,0.634294745014242,0,0
41,41,179,Plane_1_1_.jpg,plane,line,geo,1.1856938462122941,correct,0.901716948,1,1,0,NA,0.47054291469740406,0,0
41,41,187,Plane_2_4_.jpg,plane,line,geo,3.6592452937801516,correct,2.730806112,2,4,0,NA,1.1525900430905907,0,0
41,41,192,Plane_1_0_.jpg,plane,line,geo,0.8795908254339718,correct,1.702731848,1,0,0,NA,0.34906585039886595,0,0
41,41,198,Plane_0_2_.jpg,plane,line,geo,1.268589490028484,correct,1.520124912,0,2,0,NA,0.634294745014242,0,0
41,41,200,Plane_0_1_.jpg,plane,line,geo,0.9410858293948081,correct,1.201977015,0,1,0,NA,0.47054291469740406,0,0
41,41,212,Plane_3_1_.jpg,plane,line,geo,1.8821716587896162,correct,1.217695951,3,1,0,NA,0.47054291469740406,0,0
41,41,221,Plane_0_0_.jpg,plane,line,geo,0.6981317007977319,correct,1.200724125,0,0,0,NA,0.34906585039886595,0,0
42,42,3,Plane_1_5_.jpg,plane,line,geo,3.9150748196550467,correct,2.718518019,1,5,0,NA,1.5536984718136575,0,0
42,42,10,Plane_0_4_.jpg,plane,line,geo,2.3051800861811813,correct,2.468851805,0,4,0,NA,1.1525900430905907,0,0
42,42,22,Plane_3_3_.jpg,plane,line,geo,3.4201328804316375,correct,1.252041101,3,3,0,NA,0.8550332201079094,0,0
42,42,31,Plane_2_3_.jpg,plane,line,geo,2.7145612661341048,correct,1.798487902,2,3,0,NA,0.8550332201079094,0,0
42,42,32,Plane_2_4_.jpg,plane,line,geo,3.6592452937801516,correct,2.483556986,2,4,0,NA,1.1525900430905907,0,0
42,42,54,Plane_1_0_.jpg,plane,line,geo,0.8795908254339718,correct,1.183104038,1,0,0,NA,0.34906585039886595,0,0
42,42,55,Plane_1_6_.jpg,plane,line,geo,5.2775449526038285,correct,3.235347986,1,6,0,NA,2.094395102393195,0,0
42,42,76,Plane_3_1_.jpg,plane,line,geo,1.8821716587896162,correct,0.702139854,3,1,0,NA,0.47054291469740406,0,0
42,42,85,Plane_3_0_.jpg,plane,line,geo,1.3962634015954638,correct,1.699431896,3,0,0,NA,0.34906585039886595,0,0
42,42,116,Plane_0_1_.jpg,plane,line,geo,0.9410858293948081,correct,1.069647074,0,1,0,NA,0.47054291469740406,0,0
42,42,120,Plane_0_3_.jpg,plane,line,geo,1.7100664402158188,correct,1.116816998,0,3,0,NA,0.8550332201079094,0,0
42,42,127,Plane_2_1_.jpg,plane,line,geo,1.4938806355736838,correct,0.785508871,2,1,0,NA,0.47054291469740406,0,0
42,42,129,Plane_1_2_.jpg,plane,line,geo,1.5983226021622894,correct,0.352844954,1,2,0,NA,0.634294745014242,0,0
42,42,131,Plane_0_0_.jpg,plane,line,geo,0.6981317007977319,correct,6.035634041,0,0,0,NA,0.34906585039886595,0,0
42,42,137,Plane_2_0_.jpg,plane,line,geo,1.1082149962586678,correct,0.585338831,2,0,0,NA,0.34906585039886595,0,0
42,42,145,Plane_0_6_.jpg,plane,line,geo,4.18879020478639,correct,0.601727962,0,6,0,NA,2.094395102393195,0,0
42,42,152,Plane_0_5_.jpg,plane,line,geo,3.107396943627315,correct,0.569975138,0,5,0,NA,1.5536984718136575,0,0
42,42,160,Plane_2_2_.jpg,plane,line,geo,2.013760290987017,correct,0.714082003,2,2,0,NA,0.634294745014242,0,0
42,42,165,Plane_3_2_.jpg,plane,line,geo,2.537178980056968,correct,0.968437195,3,2,0,NA,0.634294745014242,0,0
42,42,172,Plane_2_5_.jpg,plane,line,geo,4.932685177196768,correct,2.029433966,2,5,0,NA,1.5536984718136575,0,0
42,42,174,Plane_2_6_.jpg,plane,line,geo,6.649289977552004,correct,0.684862852,2,6,0,NA,2.094395102393195,0,0
42,42,181,Plane_1_4_.jpg,plane,line,geo,2.9043449143781483,correct,0.651996851,1,4,0,NA,1.1525900430905907,0,0
42,42,185,Plane_1_1_.jpg,plane,line,geo,1.1856938462122941,correct,0.631280899,1,1,0,NA,0.47054291469740406,0,0
42,42,197,Plane_3_6_.jpg,plane,line,geo,8.37758040957278,correct,4.167407036,3,6,0,NA,2.094395102393195,0,0
42,42,199,Plane_1_3_.jpg,plane,line,geo,2.154548704746703,correct,0.549915075,1,3,0,NA,0.8550332201079094,0,0
42,42,204,Plane_3_4_.jpg,plane,line,geo,4.610360172362363,correct,4.12927413,3,4,0,NA,1.1525900430905907,0,0
42,42,207,Plane_3_5_.jpg,plane,line,geo,6.21479388725463,correct,1.269046068,3,5,0,NA,1.5536984718136575,0,0
42,42,222,Plane_0_2_.jpg,plane,line,geo,1.268589490028484,correct,1.333249092,0,2,0,NA,0.634294745014242,0,0
43,43,4,Plane_0_1_.jpg,plane,line,geo,0.9410858293948081,correct,0.968641996,0,1,0,NA,0.47054291469740406,0,0
43,43,10,Plane_0_5_.jpg,plane,line,geo,3.107396943627315,correct,0.784931183,0,5,0,NA,1.5536984718136575,0,0
43,43,14,Plane_0_6_.jpg,plane,line,geo,4.18879020478639,correct,1.485620022,0,6,0,NA,2.094395102393195,0,0
43,43,24,Plane_3_1_.jpg,plane,line,geo,1.8821716587896162,correct,0.868381023,3,1,0,NA,0.47054291469740406,0,0
43,43,30,Plane_3_5_.jpg,plane,line,geo,6.21479388725463,correct,1.000598907,3,5,0,NA,1.5536984718136575,0,0
43,43,33,Plane_0_2_.jpg,plane,line,geo,1.268589490028484,correct,3.235995054,0,2,0,NA,0.634294745014242,0,0
43,43,44,Plane_2_1_.jpg,plane,line,geo,1.4938806355736838,correct,0.732330084,2,1,0,NA,0.47054291469740406,0,0
43,43,56,Plane_3_3_.jpg,plane,line,geo,3.4201328804316375,correct,0.71965909,3,3,0,NA,0.8550332201079094,0,0
43,43,61,Plane_0_3_.jpg,plane,line,geo,1.7100664402158188,incorrect,0.884454966,0,3,0,NA,0.8550332201079094,0,0
43,43,73,Plane_1_2_.jpg,plane,line,geo,1.5983226021622894,correct,0.736096144,1,2,0,NA,0.634294745014242,0,0
43,43,77,Plane_2_4_.jpg,plane,line,geo,3.6592452937801516,correct,0.685096025,2,4,0,NA,1.1525900430905907,0,0
43,43,90,Plane_1_0_.jpg,plane,line,geo,0.8795908254339718,correct,0.735038042,1,0,0,NA,0.34906585039886595,0,0
43,43,95,Plane_2_6_.jpg,plane,line,geo,6.649289977552004,correct,0.783957005,2,6,0,NA,2.094395102393195,0,0
43,43,96,Plane_1_3_.jpg,plane,line,geo,2.154548704746703,correct,0.68542695,1,3,0,NA,0.8550332201079094,0,0
43,43,99,Plane_0_4_.jpg,plane,line,geo,2.3051800861811813,correct,0.450591087,0,4,0,NA,1.1525900430905907,0,0
43,43,115,Plane_1_4_.jpg,plane,line,geo,2.9043449143781483,correct,0.665102005,1,4,0,NA,1.1525900430905907,0,0
43,43,124,Plane_2_3_.jpg,plane,line,geo,2.7145612661341048,correct,0.466571093,2,3,0,NA,0.8550332201079094,0,0
43,43,130,Plane_2_5_.jpg,plane,line,geo,4.932685177196768,correct,0.735089064,2,5,0,NA,1.5536984718136575,0,0
43,43,135,Plane_0_0_.jpg,plane,line,geo,0.6981317007977319,correct,0.348041058,0,0,0,NA,0.34906585039886595,0,0
43,43,157,Plane_2_2_.jpg,plane,line,geo,2.013760290987017,correct,0.802953005,2,2,0,NA,0.634294745014242,0,0
43,43,158,Plane_1_6_.jpg,plane,line,geo,5.2775449526038285,correct,0.813184977,1,6,0,NA,2.094395102393195,0,0
43,43,177,Plane_3_6_.jpg,plane,line,geo,8.37758040957278,correct,1.052534103,3,6,0,NA,2.094395102393195,0,0
43,43,179,Plane_3_0_.jpg,plane,line,geo,1.3962634015954638,correct,1.117774963,3,0,0,NA,0.34906585039886595,0,0
43,43,188,Plane_3_2_.jpg,plane,line,geo,2.537178980056968,correct,2.202463865,3,2,0,NA,0.634294745014242,0,0
43,43,202,Plane_2_0_.jpg,plane,line,geo,1.1082149962586678,correct,0.636725903,2,0,0,NA,0.34906585039886595,0,0
43,43,205,Plane_3_4_.jpg,plane,line,geo,4.610360172362363,correct,0.802929878,3,4,0,NA,1.1525900430905907,0,0
43,43,212,Plane_1_5_.jpg,plane,line,geo,3.9150748196550467,correct,0.637883902,1,5,0,NA,1.5536984718136575,0,0
43,43,214,Plane_1_1_.jpg,plane,line,geo,1.1856938462122941,correct,0.552639961,1,1,0,NA,0.47054291469740406,0,0
44,44,11,Plane_2_6_.jpg,plane,line,geo,6.649289977552004,correct,0.851233959,2,6,0,NA,2.094395102393195,0,0
44,44,13,Plane_3_5_.jpg,plane,line,geo,6.21479388725463,correct,2.634790182,3,5,0,NA,1.5536984718136575,0,0
44,44,25,Plane_2_4_.jpg,plane,line,geo,3.6592452937801516,correct,1.202233076,2,4,0,NA,1.1525900430905907,0,0
44,44,31,Plane_2_2_.jpg,plane,line,geo,2.013760290987017,correct,1.084948063,2,2,0,NA,0.634294745014242,0,0
44,44,39,Plane_1_3_.jpg,plane,line,geo,2.154548704746703,correct,1.017243862,1,3,0,NA,0.8550332201079094,0,0
44,44,41,Plane_3_1_.jpg,plane,line,geo,1.8821716587896162,correct,1.017628908,3,1,0,NA,0.47054291469740406,0,0
44,44,49,Plane_0_2_.jpg,plane,line,geo,1.268589490028484,correct,0.746529102,0,2,0,NA,0.634294745014242,0,0
44,44,73,Plane_0_0_.jpg,plane,line,geo,0.6981317007977319,correct,0.668709993,0,0,0,NA,0.34906585039886595,0,0
44,44,77,Plane_2_3_.jpg,plane,line,geo,2.7145612661341048,correct,0.802083969,2,3,0,NA,0.8550332201079094,0,0
44,44,83,Plane_1_4_.jpg,plane,line,geo,2.9043449143781483,correct,1.498605013,1,4,0,NA,1.1525900430905907,0,0
44,44,91,Plane_3_6_.jpg,plane,line,geo,8.37758040957278,correct,2.1008389,3,6,0,NA,2.094395102393195,0,0
44,44,93,Plane_2_1_.jpg,plane,line,geo,1.4938806355736838,correct,0.635124922,2,1,0,NA,0.47054291469740406,0,0
44,44,99,Plane_3_3_.jpg,plane,line,geo,3.4201328804316375,correct,0.852463007,3,3,0,NA,0.8550332201079094,0,0
44,44,119,Plane_1_1_.jpg,plane,line,geo,1.1856938462122941,correct,0.569087029,1,1,0,NA,0.47054291469740406,0,0
44,44,128,Plane_3_2_.jpg,plane,line,geo,2.537178980056968,correct,0.652509928,3,2,0,NA,0.634294745014242,0,0
44,44,129,Plane_0_6_.jpg,plane,line,geo,4.18879020478639,correct,0.537995815,0,6,0,NA,2.094395102393195,0,0
44,44,130,Plane_3_0_.jpg,plane,line,geo,1.3962634015954638,correct,0.553612947,3,0,0,NA,0.34906585039886595,0,0
44,44,144,Plane_0_3_.jpg,plane,line,geo,1.7100664402158188,correct,0.704830885,0,3,0,NA,0.8550332201079094,0,0
44,44,146,Plane_3_4_.jpg,plane,line,geo,4.610360172362363,correct,0.536957026,3,4,0,NA,1.1525900430905907,0,0
44,44,180,Plane_0_4_.jpg,plane,line,geo,2.3051800861811813,correct,0.653235197,0,4,0,NA,1.1525900430905907,0,0
44,44,184,Plane_1_0_.jpg,plane,line,geo,0.8795908254339718,correct,3.453351021,1,0,0,NA,0.34906585039886595,0,0
44,44,196,Plane_2_0_.jpg,plane,line,geo,1.1082149962586678,correct,10.91922617,2,0,0,NA,0.34906585039886595,0,0
44,44,203,Plane_1_5_.jpg,plane,line,geo,3.9150748196550467,correct,0.498114824,1,5,0,NA,1.5536984718136575,0,0
44,44,206,Plane_2_5_.jpg,plane,line,geo,4.932685177196768,correct,0.669816017,2,5,0,NA,1.5536984718136575,0,0
44,44,209,Plane_1_6_.jpg,plane,line,geo,5.2775449526038285,correct,1.119074106,1,6,0,NA,2.094395102393195,0,0
44,44,211,Plane_0_1_.jpg,plane,line,geo,0.9410858293948081,correct,0.719156981,0,1,0,NA,0.47054291469740406,0,0
44,44,212,Plane_1_2_.jpg,plane,line,geo,1.5983226021622894,correct,1.449624062,1,2,0,NA,0.634294745014242,0,0
44,44,216,Plane_0_5_.jpg,plane,line,geo,3.107396943627315,correct,0.649999142,0,5,0,NA,1.5536984718136575,0,0
45,45,7,Plane_0_6_.jpg,plane,line,geo,4.18879020478639,correct,1.73322916,0,6,0,NA,2.094395102393195,0,0
45,45,9,Plane_1_2_.jpg,plane,line,geo,1.5983226021622894,correct,1.534635782,1,2,0,NA,0.634294745014242,0,0
45,45,11,Plane_3_0_.jpg,plane,line,geo,1.3962634015954638,correct,3.067492008,3,0,0,NA,0.34906585039886595,0,0
45,45,13,Plane_2_5_.jpg,plane,line,geo,4.932685177196768,correct,1.902760983,2,5,0,NA,1.5536984718136575,0,0
45,45,23,Plane_1_1_.jpg,plane,line,geo,1.1856938462122941,correct,1.702123165,1,1,0,NA,0.47054291469740406,0,0
45,45,28,Plane_0_5_.jpg,plane,line,geo,3.107396943627315,correct,1.803074837,0,5,0,NA,1.5536984718136575,0,0
45,45,45,Plane_1_6_.jpg,plane,line,geo,5.2775449526038285,correct,2.814343214,1,6,0,NA,2.094395102393195,0,0
45,45,46,Plane_3_3_.jpg,plane,line,geo,3.4201328804316375,correct,1.616683006,3,3,0,NA,0.8550332201079094,0,0
45,45,53,Plane_2_0_.jpg,plane,line,geo,1.1082149962586678,correct,0.965975046,2,0,0,NA,0.34906585039886595,0,0
45,45,54,Plane_1_3_.jpg,plane,line,geo,2.154548704746703,correct,1.268234015,1,3,0,NA,0.8550332201079094,0,0
45,45,56,Plane_1_4_.jpg,plane,line,geo,2.9043449143781483,correct,1.014513969,1,4,0,NA,1.1525900430905907,0,0
45,45,63,Plane_0_1_.jpg,plane,line,geo,0.9410858293948081,correct,1.135365009,0,1,0,NA,0.47054291469740406,0,0
45,45,66,Plane_0_3_.jpg,plane,line,geo,1.7100664402158188,correct,0.951659918,0,3,0,NA,0.8550332201079094,0,0
45,45,73,Plane_3_1_.jpg,plane,line,geo,1.8821716587896162,correct,2.335647821,3,1,0,NA,0.47054291469740406,0,0
45,45,81,Plane_3_5_.jpg,plane,line,geo,6.21479388725463,correct,1.532086134,3,5,0,NA,1.5536984718136575,0,0
45,45,90,Plane_0_0_.jpg,plane,line,geo,0.6981317007977319,correct,1.502134085,0,0,0,NA,0.34906585039886595,0,0
45,45,96,Plane_2_3_.jpg,plane,line,geo,2.7145612661341048,correct,1.101067781,2,3,0,NA,0.8550332201079094,0,0
45,45,101,Plane_2_2_.jpg,plane,line,geo,2.013760290987017,correct,0.983609915,2,2,0,NA,0.634294745014242,0,0
45,45,127,Plane_2_6_.jpg,plane,line,geo,6.649289977552004,correct,1.051595926,2,6,0,NA,2.094395102393195,0,0
45,45,132,Plane_0_4_.jpg,plane,line,geo,2.3051800861811813,correct,1.285135984,0,4,0,NA,1.1525900430905907,0,0
45,45,141,Plane_1_0_.jpg,plane,line,geo,0.8795908254339718,correct,1.001209974,1,0,0,NA,0.34906585039886595,0,0
45,45,145,Plane_3_4_.jpg,plane,line,geo,4.610360172362363,correct,0.951643944,3,4,0,NA,1.1525900430905907,0,0
45,45,172,Plane_1_5_.jpg,plane,line,geo,3.9150748196550467,correct,1.198213816,1,5,0,NA,1.5536984718136575,0,0
45,45,173,Plane_3_6_.jpg,plane,line,geo,8.37758040957278,correct,0.951556206,3,6,0,NA,2.094395102393195,0,0
45,45,187,Plane_2_4_.jpg,plane,line,geo,3.6592452937801516,correct,1.152038097,2,4,0,NA,1.1525900430905907,0,0
45,45,198,Plane_2_1_.jpg,plane,line,geo,1.4938806355736838,correct,1.036250114,2,1,0,NA,0.47054291469740406,0,0
45,45,201,Plane_3_2_.jpg,plane,line,geo,2.537178980056968,correct,2.298484087,3,2,0,NA,0.634294745014242,0,0
45,45,214,Plane_0_2_.jpg,plane,line,geo,1.268589490028484,correct,1.06757617,0,2,0,NA,0.634294745014242,0,0
46,46,1,Plane_1_3_.jpg,plane,line,geo,2.154548704746703,correct,1.484817028,1,3,0,NA,0.8550332201079094,0,0
46,46,6,Plane_2_6_.jpg,plane,line,geo,6.649289977552004,correct,0.797655821,2,6,0,NA,2.094395102393195,0,0
46,46,9,Plane_0_0_.jpg,plane,line,geo,0.6981317007977319,correct,1.468430042,0,0,0,NA,0.34906585039886595,0,0
46,46,19,Plane_0_1_.jpg,plane,line,geo,0.9410858293948081,correct,0.985218048,0,1,0,NA,0.47054291469740406,0,0
46,46,34,Plane_2_5_.jpg,plane,line,geo,4.932685177196768,correct,1.285166025,2,5,0,NA,1.5536984718136575,0,0
46,46,35,Plane_3_2_.jpg,plane,line,geo,2.537178980056968,correct,1.634745121,3,2,0,NA,0.634294745014242,0,0
46,46,46,Plane_3_1_.jpg,plane,line,geo,1.8821716587896162,correct,1.118456841,3,1,0,NA,0.47054291469740406,0,0
46,46,48,Plane_1_6_.jpg,plane,line,geo,5.2775449526038285,incorrect,4.250741959,1,6,0,NA,2.094395102393195,0,0
46,46,52,Plane_0_5_.jpg,plane,line,geo,3.107396943627315,correct,0.831819057,0,5,0,NA,1.5536984718136575,0,0
46,46,55,Plane_1_4_.jpg,plane,line,geo,2.9043449143781483,correct,0.852328062,1,4,0,NA,1.1525900430905907,0,0
46,46,58,Plane_2_2_.jpg,plane,line,geo,2.013760290987017,correct,0.500686169,2,2,0,NA,0.634294745014242,0,0
46,46,59,Plane_0_4_.jpg,plane,line,geo,2.3051800861811813,correct,0.610549927,0,4,0,NA,1.1525900430905907,0,0
46,46,68,Plane_1_2_.jpg,plane,line,geo,1.5983226021622894,correct,1.297432899,1,2,0,NA,0.634294745014242,0,0
46,46,81,Plane_3_0_.jpg,plane,line,geo,1.3962634015954638,correct,1.752230167,3,0,0,NA,0.34906585039886595,0,0
46,46,100,Plane_2_4_.jpg,plane,line,geo,3.6592452937801516,correct,0.751931906,2,4,0,NA,1.1525900430905907,0,0
46,46,119,Plane_3_3_.jpg,plane,line,geo,3.4201328804316375,correct,0.970238924,3,3,0,NA,0.8550332201079094,0,0
46,46,121,Plane_0_6_.jpg,plane,line,geo,4.18879020478639,correct,2.752268076,0,6,0,NA,2.094395102393195,0,0
46,46,123,Plane_1_1_.jpg,plane,line,geo,1.1856938462122941,correct,0.518789053,1,1,0,NA,0.47054291469740406,0,0
46,46,125,Plane_0_3_.jpg,plane,line,geo,1.7100664402158188,correct,1.235008955,0,3,0,NA,0.8550332201079094,0,0
46,46,130,Plane_2_1_.jpg,plane,line,geo,1.4938806355736838,correct,0.502520084,2,1,0,NA,0.47054291469740406,0,0
46,46,131,Plane_1_0_.jpg,plane,line,geo,0.8795908254339718,correct,0.486355066,1,0,0,NA,0.34906585039886595,0,0
46,46,136,Plane_3_5_.jpg,plane,line,geo,6.21479388725463,correct,0.719885826,3,5,0,NA,1.5536984718136575,0,0
46,46,154,Plane_3_6_.jpg,plane,line,geo,8.37758040957278,correct,1.168869972,3,6,0,NA,2.094395102393195,0,0
46,46,169,Plane_0_2_.jpg,plane,line,geo,1.268589490028484,correct,0.568811178,0,2,0,NA,0.634294745014242,0,0
46,46,171,Plane_2_0_.jpg,plane,line,geo,1.1082149962586678,correct,0.670320988,2,0,0,NA,0.34906585039886595,0,0
46,46,173,Plane_2_3_.jpg,plane,line,geo,2.7145612661341048,correct,0.934929848,2,3,0,NA,0.8550332201079094,0,0
46,46,174,Plane_1_5_.jpg,plane,line,geo,3.9150748196550467,correct,0.568509817,1,5,0,NA,1.5536984718136575,0,0
46,46,222,Plane_3_4_.jpg,plane,line,geo,4.610360172362363,correct,0.484869957,3,4,0,NA,1.1525900430905907,0,0
47,47,6,Plane_3_0_.jpg,plane,line,geo,1.3962634015954638,correct,1.630764008,3,0,0,NA,0.34906585039886595,0,0
47,47,8,Plane_3_6_.jpg,plane,line,geo,8.37758040957278,correct,2.085016966,3,6,0,NA,2.094395102393195,0,0
