subject_no,trial,image,surface,planar,spherical,response,reaction_time,correct_ans,given_ans,size,separation,pull,spin,point_sep_rad,rotation_angle,height,line_length,curvature
36,8,gPlane_0_2_4_.jpg,plane,curve,geo,incorrect,4.751251936,n,y,0,2,4,NA,0.634294745014242,0.43026446619453307,0.39630938355067874,1.268589490028484,0.0327951558381185
36,29,gPlane_0_4_(Neg)3_.jpg,plane,curve,geo,correct,4.970335007,n,n,0,4,-3,NA,1.1525900430905907,0.342695988967358,0.2817548262194928,2.3051800861811813,0.047087607076003464
36,34,gPlane_0_6_(Neg)5_.jpg,plane,curve,geo,correct,1.960605145,n,n,0,6,-5,NA,2.094395102393195,0.7137243789447656,0.32732683535398877,4.18879020478639,0.15628705155964268
36,38,gPlane_0_5_1_.jpg,plane,curve,geo,incorrect,2.166026115,n,y,0,5,1,NA,1.5536984718136575,0.12231832938060866,0.08701101292825919,3.107396943627315,0.022528520596616076
36,44,gPlane_0_1_2_.jpg,plane,curve,geo,incorrect,1.918391943,n,y,0,1,2,NA,0.47054291469740406,0.21240824420126994,0.20500691887929567,0.9410858293948081,0.012342575548063017
36,45,gPlane_0_4_(Neg)4_.jpg,plane,curve,geo,correct,1.941681862,n,n,0,4,-4,NA,1.1525900430905907,0.45797281194869005,0.3707210106353981,2.3051800861811813,0.06195586963972593
36,53,gPlane_0_6_(Neg)2_.jpg,plane,curve,geo,correct,1.695353985,n,n,0,6,-2,NA,2.094395102393195,0.28017349319982504,0.13826119049367094,4.18879020478639,0.06601485571451364
37,1,gPlane_0_2_4_.jpg,plane,curve,geo,incorrect,5.420809984,n,y,0,2,4,NA,0.634294745014242,0.43026446619453307,0.39630938355067874,1.268589490028484,0.0327951558381185
37,10,gPlane_0_1_2_.jpg,plane,curve,geo,incorrect,3.520219803,n,y,0,1,2,NA,0.47054291469740406,0.21240824420126994,0.20500691887929567,0.9410858293948081,0.012342575548063017
37,17,gPlane_0_6_(Neg)2_.jpg,plane,curve,geo,incorrect,4.933935881,n,y,0,6,-2,NA,2.094395102393195,0.28017349319982504,0.13826119049367094,4.18879020478639,0.06601485571451364
37,25,gPlane_0_6_(Neg)5_.jpg,plane,curve,geo,correct,4.153979063,n,n,0,6,-5,NA,2.094395102393195,0.7137243789447656,0.32732683535398877,4.18879020478639,0.15628705155964268
37,26,gPlane_0_4_(Neg)3_.jpg,plane,curve,geo,correct,3.980847836,n,n,0,4,-3,NA,1.1525900430905907,0.342695988967358,0.2817548262194928,2.3051800861811813,0.047087607076003464
37,33,gPlane_0_5_1_.jpg,plane,curve,geo,incorrect,3.356309891,n,y,0,5,1,NA,1.5536984718136575,0.12231832938060866,0.08701101292825919,3.107396943627315,0.022528520596616076
37,39,gPlane_0_4_(Neg)4_.jpg,plane,curve,geo,incorrect,5.059607983,n,y,0,4,-4,NA,1.1525900430905907,0.45797281194869005,0.3707210106353981,2.3051800861811813,0.06195586963972593
38,12,gPlane_0_6_(Neg)2_.jpg,plane,curve,geo,correct,2.255340099,n,n,0,6,-2,NA,2.094395102393195,0.28017349319982504,0.13826119049367094,4.18879020478639,0.06601485571451364
38,22,gPlane_0_5_1_.jpg,plane,curve,geo,incorrect,6.503427029,n,y,0,5,1,NA,1.5536984718136575,0.12231832938060866,0.08701101292825919,3.107396943627315,0.022528520596616076
38,25,gPlane_0_4_(Neg)4_.jpg,plane,curve,geo,correct,2.122944117,n,n,0,4,-4,NA,1.1525900430905907,0.45797281194869005,0.3707210106353981,2.3051800861811813,0.06195586963972593
38,34,gPlane_0_6_(Neg)5_.jpg,plane,curve,geo,correct,2.206448078,n,n,0,6,-5,NA,2.094395102393195,0.7137243789447656,0.32732683535398877,4.18879020478639,0.15628705155964268
38,37,gPlane_0_4_(Neg)3_.jpg,plane,curve,geo,correct,2.292947054,n,n,0,4,-3,NA,1.1525900430905907,0.342695988967358,0.2817548262194928,2.3051800861811813,0.047087607076003464
38,50,gPlane_0_1_2_.jpg,plane,curve,geo,incorrect,2.551447153,n,y,0,1,2,NA,0.47054291469740406,0.21240824420126994,0.20500691887929567,0.9410858293948081,0.012342575548063017
38,52,gPlane_0_2_4_.jpg,plane,curve,geo,correct,2.902024031,n,n,0,2,4,NA,0.634294745014242,0.43026446619453307,0.39630938355067874,1.268589490028484,0.0327951558381185
39,6,gPlane_0_5_1_.jpg,plane,curve,geo,correct,3.036190033,n,n,0,5,1,NA,1.5536984718136575,0.12231832938060866,0.08701101292825919,3.107396943627315,0.022528520596616076
39,10,gPlane_0_6_(Neg)5_.jpg,plane,curve,geo,correct,2.300493002,n,n,0,6,-5,NA,2.094395102393195,0.7137243789447656,0.32732683535398877,4.18879020478639,0.15628705155964268
39,12,gPlane_0_1_2_.jpg,plane,curve,geo,correct,3.536246061,n,n,0,1,2,NA,0.47054291469740406,0.21240824420126994,0.20500691887929567,0.9410858293948081,0.012342575548063017
39,19,gPlane_0_2_4_.jpg,plane,curve,geo,correct,1.936080933,n,n,0,2,4,NA,0.634294745014242,0.43026446619453307,0.39630938355067874,1.268589490028484,0.0327951558381185
39,21,gPlane_0_4_(Neg)3_.jpg,plane,curve,geo,correct,1.635567904,n,n,0,4,-3,NA,1.1525900430905907,0.342695988967358,0.2817548262194928,2.3051800861811813,0.047087607076003464
39,47,gPlane_0_6_(Neg)2_.jpg,plane,curve,geo,correct,2.069500923,n,n,0,6,-2,NA,2.094395102393195,0.28017349319982504,0.13826119049367094,4.18879020478639,0.06601485571451364
39,51,gPlane_0_4_(Neg)4_.jpg,plane,curve,geo,correct,2.436209917,n,n,0,4,-4,NA,1.1525900430905907,0.45797281194869005,0.3707210106353981,2.3051800861811813,0.06195586963972593
40,23,gPlane_0_4_(Neg)3_.jpg,plane,curve,geo,correct,3.969509125,n,n,0,4,-3,NA,1.1525900430905907,0.342695988967358,0.2817548262194928,2.3051800861811813,0.047087607076003464
40,31,gPlane_0_6_(Neg)5_.jpg,plane,curve,geo,correct,2.502815962,n,n,0,6,-5,NA,2.094395102393195,0.7137243789447656,0.32732683535398877,4.18879020478639,0.15628705155964268
40,34,gPlane_0_1_2_.jpg,plane,curve,geo,incorrect,2.669539928,n,y,0,1,2,NA,0.47054291469740406,0.21240824420126994,0.20500691887929567,0.9410858293948081,0.012342575548063017
40,43,gPlane_0_4_(Neg)4_.jpg,plane,curve,geo,incorrect,3.702765226,n,y,0,4,-4,NA,1.1525900430905907,0.45797281194869005,0.3707210106353981,2.3051800861811813,0.06195586963972593
40,47,gPlane_0_2_4_.jpg,plane,curve,geo,incorrect,3.13617897,n,y,0,2,4,NA,0.634294745014242,0.43026446619453307,0.39630938355067874,1.268589490028484,0.0327951558381185
40,48,gPlane_0_5_1_.jpg,plane,curve,geo,incorrect,2.436209202,n,y,0,5,1,NA,1.5536984718136575,0.12231832938060866,0.08701101292825919,3.107396943627315,0.022528520596616076
40,55,gPlane_0_6_(Neg)2_.jpg,plane,curve,geo,incorrect,3.402907133,n,y,0,6,-2,NA,2.094395102393195,0.28017349319982504,0.13826119049367094,4.18879020478639,0.06601485571451364
41,9,gPlane_0_6_(Neg)2_.jpg,plane,curve,geo,correct,2.702780962,n,n,0,6,-2,NA,2.094395102393195,0.28017349319982504,0.13826119049367094,4.18879020478639,0.06601485571451364
41,10,gPlane_0_6_(Neg)5_.jpg,plane,curve,geo,correct,1.86948204,n,n,0,6,-5,NA,2.094395102393195,0.7137243789447656,0.32732683535398877,4.18879020478639,0.15628705155964268
41,11,gPlane_0_4_(Neg)3_.jpg,plane,curve,geo,correct,1.502604008,n,n,0,4,-3,NA,1.1525900430905907,0.342695988967358,0.2817548262194928,2.3051800861811813,0.047087607076003464
41,38,gPlane_0_5_1_.jpg,plane,curve,geo,correct,2.402801037,n,n,0,5,1,NA,1.5536984718136575,0.12231832938060866,0.08701101292825919,3.107396943627315,0.022528520596616076
41,40,gPlane_0_4_(Neg)4_.jpg,plane,curve,geo,correct,1.736113071,n,n,0,4,-4,NA,1.1525900430905907,0.45797281194869005,0.3707210106353981,2.3051800861811813,0.06195586963972593
41,44,gPlane_0_1_2_.jpg,plane,curve,geo,incorrect,4.136291027,n,y,0,1,2,NA,0.47054291469740406,0.21240824420126994,0.20500691887929567,0.9410858293948081,0.012342575548063017
41,55,gPlane_0_2_4_.jpg,plane,curve,geo,correct,3.536211967,n,n,0,2,4,NA,0.634294745014242,0.43026446619453307,0.39630938355067874,1.268589490028484,0.0327951558381185
42,4,gPlane_0_2_4_.jpg,plane,curve,geo,incorrect,4.203047037,n,y,0,2,4,NA,0.634294745014242,0.43026446619453307,0.39630938355067874,1.268589490028484,0.0327951558381185
42,19,gPlane_0_6_(Neg)5_.jpg,plane,curve,geo,correct,2.069554091,n,n,0,6,-5,NA,2.094395102393195,0.7137243789447656,0.32732683535398877,4.18879020478639,0.15628705155964268
42,21,gPlane_0_4_(Neg)4_.jpg,plane,curve,geo,correct,5.536173821,n,n,0,4,-4,NA,1.1525900430905907,0.45797281194869005,0.3707210106353981,2.3051800861811813,0.06195586963972593
42,26,gPlane_0_4_(Neg)3_.jpg,plane,curve,geo,correct,4.036172867,n,n,0,4,-3,NA,1.1525900430905907,0.342695988967358,0.2817548262194928,2.3051800861811813,0.047087607076003464
42,47,gPlane_0_1_2_.jpg,plane,curve,geo,incorrect,1.669686079,n,y,0,1,2,NA,0.47054291469740406,0.21240824420126994,0.20500691887929567,0.9410858293948081,0.012342575548063017
42,49,gPlane_0_6_(Neg)2_.jpg,plane,curve,geo,correct,1.869488001,n,n,0,6,-2,NA,2.094395102393195,0.28017349319982504,0.13826119049367094,4.18879020478639,0.06601485571451364
42,54,gPlane_0_5_1_.jpg,plane,curve,geo,incorrect,1.969565868,n,y,0,5,1,NA,1.5536984718136575,0.12231832938060866,0.08701101292825919,3.107396943627315,0.022528520596616076
44,16,gPlane_0_6_(Neg)2_.jpg,plane,curve,geo,correct,42.16973281,n,n,0,6,-2,NA,2.094395102393195,0.28017349319982504,0.13826119049367094,4.18879020478639,0.06601485571451364
44,21,gPlane_0_5_1_.jpg,plane,curve,geo,incorrect,3.002908945,n,y,0,5,1,NA,1.5536984718136575,0.12231832938060866,0.08701101292825919,3.107396943627315,0.022528520596616076
44,22,gPlane_0_4_(Neg)3_.jpg,plane,curve,geo,incorrect,17.80296779,n,y,0,4,-3,NA,1.1525900430905907,0.342695988967358,0.2817548262194928,2.3051800861811813,0.047087607076003464
44,27,gPlane_0_4_(Neg)4_.jpg,plane,curve,geo,incorrect,19.6363802,n,y,0,4,-4,NA,1.1525900430905907,0.45797281194869005,0.3707210106353981,2.3051800861811813,0.06195586963972593
44,30,gPlane_0_6_(Neg)5_.jpg,plane,curve,geo,correct,3.969578981,n,n,0,6,-5,NA,2.094395102393195,0.7137243789447656,0.32732683535398877,4.18879020478639,0.15628705155964268
44,46,gPlane_0_2_4_.jpg,plane,curve,geo,incorrect,2.469579935,n,y,0,2,4,NA,0.634294745014242,0.43026446619453307,0.39630938355067874,1.268589490028484,0.0327951558381185
44,50,gPlane_0_1_2_.jpg,plane,curve,geo,incorrect,1.733826876,n,y,0,1,2,NA,0.47054291469740406,0.21240824420126994,0.20500691887929567,0.9410858293948081,0.012342575548063017
45,10,gPlane_0_1_2_.jpg,plane,curve,geo,incorrect,2.269554138,n,y,0,1,2,NA,0.47054291469740406,0.21240824420126994,0.20500691887929567,0.9410858293948081,0.012342575548063017
45,15,gPlane_0_2_4_.jpg,plane,curve,geo,correct,14.83626294,n,n,0,2,4,NA,0.634294745014242,0.43026446619453307,0.39630938355067874,1.268589490028484,0.0327951558381185
45,19,gPlane_0_4_(Neg)4_.jpg,plane,curve,geo,correct,3.336173058,n,n,0,4,-4,NA,1.1525900430905907,0.45797281194869005,0.3707210106353981,2.3051800861811813,0.06195586963972593
45,28,gPlane_0_6_(Neg)2_.jpg,plane,curve,geo,correct,8.76964283,n,n,0,6,-2,NA,2.094395102393195,0.28017349319982504,0.13826119049367094,4.18879020478639,0.06601485571451364
45,42,gPlane_0_6_(Neg)5_.jpg,plane,curve,geo,correct,3.536237955,n,n,0,6,-5,NA,2.094395102393195,0.7137243789447656,0.32732683535398877,4.18879020478639,0.15628705155964268
45,53,gPlane_0_5_1_.jpg,plane,curve,geo,correct,10.03624392,n,n,0,5,1,NA,1.5536984718136575,0.12231832938060866,0.08701101292825919,3.107396943627315,0.022528520596616076
45,56,gPlane_0_4_(Neg)3_.jpg,plane,curve,geo,correct,7.636648893,n,n,0,4,-3,NA,1.1525900430905907,0.342695988967358,0.2817548262194928,2.3051800861811813,0.047087607076003464
47,12,gPlane_0_5_1_.jpg,plane,curve,geo,incorrect,3.836153984,n,y,0,5,1,NA,1.5536984718136575,0.12231832938060866,0.08701101292825919,3.107396943627315,0.022528520596616076
47,14,gPlane_0_2_4_.jpg,plane,curve,geo,incorrect,2.902863026,n,y,0,2,4,NA,0.634294745014242,0.43026446619453307,0.39630938355067874,1.268589490028484,0.0327951558381185
47,22,gPlane_0_4_(Neg)3_.jpg,plane,curve,geo,incorrect,2.669425011,n,y,0,4,-3,NA,1.1525900430905907,0.342695988967358,0.2817548262194928,2.3051800861811813,0.047087607076003464
47,24,gPlane_0_6_(Neg)5_.jpg,plane,curve,geo,incorrect,3.002935886,n,y,0,6,-5,NA,2.094395102393195,0.7137243789447656,0.32732683535398877,4.18879020478639,0.15628705155964268
47,25,gPlane_0_1_2_.jpg,plane,curve,geo,incorrect,1.769547939,n,y,0,1,2,NA,0.47054291469740406,0.21240824420126994,0.20500691887929567,0.9410858293948081,0.012342575548063017
47,39,gPlane_0_4_(Neg)4_.jpg,plane,curve,geo,incorrect,2.369609833,n,y,0,4,-4,NA,1.1525900430905907,0.45797281194869005,0.3707210106353981,2.3051800861811813,0.06195586963972593
47,40,gPlane_0_6_(Neg)2_.jpg,plane,curve,geo,incorrect,2.402752876,n,y,0,6,-2,NA,2.094395102393195,0.28017349319982504,0.13826119049367094,4.18879020478639,0.06601485571451364
48,13,gPlane_0_5_1_.jpg,plane,curve,geo,incorrect,2.553787947,n,y,0,5,1,NA,1.5536984718136575,0.12231832938060866,0.08701101292825919,3.107396943627315,0.022528520596616076
48,19,gPlane_0_4_(Neg)3_.jpg,plane,curve,geo,correct,4.125595808,n,n,0,4,-3,NA,1.1525900430905907,0.342695988967358,0.2817548262194928,2.3051800861811813,0.047087607076003464
48,21,gPlane_0_6_(Neg)5_.jpg,plane,curve,geo,correct,3.007097006,n,n,0,6,-5,NA,2.094395102393195,0.7137243789447656,0.32732683535398877,4.18879020478639,0.15628705155964268
48,31,gPlane_0_6_(Neg)2_.jpg,plane,curve,geo,correct,2.763442039,n,n,0,6,-2,NA,2.094395102393195,0.28017349319982504,0.13826119049367094,4.18879020478639,0.06601485571451364
48,41,gPlane_0_4_(Neg)4_.jpg,plane,curve,geo,correct,3.030820131,n,n,0,4,-4,NA,1.1525900430905907,0.45797281194869005,0.3707210106353981,2.3051800861811813,0.06195586963972593
48,44,gPlane_0_2_4_.jpg,plane,curve,geo,incorrect,3.553889036,n,y,0,2,4,NA,0.634294745014242,0.43026446619453307,0.39630938355067874,1.268589490028484,0.0327951558381185
48,51,gPlane_0_1_2_.jpg,plane,curve,geo,incorrect,2.976979017,n,y,0,1,2,NA,0.47054291469740406,0.21240824420126994,0.20500691887929567,0.9410858293948081,0.012342575548063017
49,8,gPlane_0_1_2_.jpg,plane,curve,geo,incorrect,1.569489002,n,y,0,1,2,NA,0.47054291469740406,0.21240824420126994,0.20500691887929567,0.9410858293948081,0.012342575548063017
49,9,gPlane_0_4_(Neg)3_.jpg,plane,curve,geo,correct,8.969596148,n,n,0,4,-3,NA,1.1525900430905907,0.342695988967358,0.2817548262194928,2.3051800861811813,0.047087607076003464
49,15,gPlane_0_6_(Neg)5_.jpg,plane,curve,geo,correct,3.536125183,n,n,0,6,-5,NA,2.094395102393195,0.7137243789447656,0.32732683535398877,4.18879020478639,0.15628705155964268
49,19,gPlane_0_6_(Neg)2_.jpg,plane,curve,geo,correct,3.869475126,n,n,0,6,-2,NA,2.094395102393195,0.28017349319982504,0.13826119049367094,4.18879020478639,0.06601485571451364
49,39,gPlane_0_4_(Neg)4_.jpg,plane,curve,geo,correct,3.53608799,n,n,0,4,-4,NA,1.1525900430905907,0.45797281194869005,0.3707210106353981,2.3051800861811813,0.06195586963972593
49,51,gPlane_0_5_1_.jpg,plane,curve,geo,incorrect,2.136166811,n,y,0,5,1,NA,1.5536984718136575,0.12231832938060866,0.08701101292825919,3.107396943627315,0.022528520596616076
49,55,gPlane_0_2_4_.jpg,plane,curve,geo,incorrect,1.702866077,n,y,0,2,4,NA,0.634294745014242,0.43026446619453307,0.39630938355067874,1.268589490028484,0.0327951558381185
52,10,gPlane_0_1_2_.jpg,plane,curve,geo,incorrect,2.509294033,n,y,0,1,2,NA,0.47054291469740406,0.21240824420126994,0.20500691887929567,0.9410858293948081,0.012342575548063017
52,18,gPlane_0_5_1_.jpg,plane,curve,geo,incorrect,3.052448034,n,y,0,5,1,NA,1.5536984718136575,0.12231832938060866,0.08701101292825919,3.107396943627315,0.022528520596616076
52,22,gPlane_0_6_(Neg)2_.jpg,plane,curve,geo,correct,4.876633883,n,n,0,6,-2,NA,2.094395102393195,0.28017349319982504,0.13826119049367094,4.18879020478639,0.06601485571451364
52,26,gPlane_0_4_(Neg)3_.jpg,plane,curve,geo,correct,2.530910015,n,n,0,4,-3,NA,1.1525900430905907,0.342695988967358,0.2817548262194928,2.3051800861811813,0.047087607076003464
52,27,gPlane_0_4_(Neg)4_.jpg,plane,curve,geo,correct,2.150611877,n,n,0,4,-4,NA,1.1525900430905907,0.45797281194869005,0.3707210106353981,2.3051800861811813,0.06195586963972593
52,48,gPlane_0_2_4_.jpg,plane,curve,geo,correct,2.502362013,n,n,0,2,4,NA,0.634294745014242,0.43026446619453307,0.39630938355067874,1.268589490028484,0.0327951558381185
52,52,gPlane_0_6_(Neg)5_.jpg,plane,curve,geo,correct,2.058508158,n,n,0,6,-5,NA,2.094395102393195,0.7137243789447656,0.32732683535398877,4.18879020478639,0.15628705155964268
53,14,gPlane_0_4_(Neg)4_.jpg,plane,curve,geo,correct,2.469491959,n,n,0,4,-4,NA,1.1525900430905907,0.45797281194869005,0.3707210106353981,2.3051800861811813,0.06195586963972593
53,22,gPlane_0_6_(Neg)5_.jpg,plane,curve,geo,correct,1.536037922,n,n,0,6,-5,NA,2.094395102393195,0.7137243789447656,0.32732683535398877,4.18879020478639,0.15628705155964268
53,31,gPlane_0_1_2_.jpg,plane,curve,geo,incorrect,1.436094046,n,y,0,1,2,NA,0.47054291469740406,0.21240824420126994,0.20500691887929567,0.9410858293948081,0.012342575548063017
53,33,gPlane_0_4_(Neg)3_.jpg,plane,curve,geo,incorrect,2.369463205,n,y,0,4,-3,NA,1.1525900430905907,0.342695988967358,0.2817548262194928,2.3051800861811813,0.047087607076003464
53,44,gPlane_0_5_1_.jpg,plane,curve,geo,incorrect,2.702862978,n,y,0,5,1,NA,1.5536984718136575,0.12231832938060866,0.08701101292825919,3.107396943627315,0.022528520596616076
53,51,gPlane_0_6_(Neg)2_.jpg,plane,curve,geo,correct,1.936035872,n,n,0,6,-2,NA,2.094395102393195,0.28017349319982504,0.13826119049367094,4.18879020478639,0.06601485571451364
53,54,gPlane_0_2_4_.jpg,plane,curve,geo,incorrect,2.869599819,n,y,0,2,4,NA,0.634294745014242,0.43026446619453307,0.39630938355067874,1.268589490028484,0.0327951558381185
55,3,gPlane_0_4_(Neg)3_.jpg,plane,curve,geo,correct,18.02357697,n,n,0,4,-3,NA,1.1525900430905907,0.342695988967358,0.2817548262194928,2.3051800861811813,0.047087607076003464
55,4,gPlane_0_4_(Neg)4_.jpg,plane,curve,geo,correct,4.153554916,n,n,0,4,-4,NA,1.1525900430905907,0.45797281194869005,0.3707210106353981,2.3051800861811813,0.06195586963972593
55,7,gPlane_0_5_1_.jpg,plane,curve,geo,correct,8.468236923,n,n,0,5,1,NA,1.5536984718136575,0.12231832938060866,0.08701101292825919,3.107396943627315,0.022528520596616076
55,30,gPlane_0_6_(Neg)5_.jpg,plane,curve,geo,correct,2.137029171,n,n,0,6,-5,NA,2.094395102393195,0.7137243789447656,0.32732683535398877,4.18879020478639,0.15628705155964268
55,51,gPlane_0_2_4_.jpg,plane,curve,geo,correct,3.271915197,n,n,0,2,4,NA,0.634294745014242,0.43026446619453307,0.39630938355067874,1.268589490028484,0.0327951558381185
55,54,gPlane_0_6_(Neg)2_.jpg,plane,curve,geo,correct,1.867530108,n,n,0,6,-2,NA,2.094395102393195,0.28017349319982504,0.13826119049367094,4.18879020478639,0.06601485571451364
55,55,gPlane_0_1_2_.jpg,plane,curve,geo,incorrect,1.82961607,n,y,0,1,2,NA,0.47054291469740406,0.21240824420126994,0.20500691887929567,0.9410858293948081,0.012342575548063017
57,13,gPlane_0_5_1_.jpg,plane,curve,geo,correct,3.133985996,n,n,0,5,1,NA,1.5536984718136575,0.12231832938060866,0.08701101292825919,3.107396943627315,0.022528520596616076
57,22,gPlane_0_2_4_.jpg,plane,curve,geo,correct,1.842503071,n,n,0,2,4,NA,0.634294745014242,0.43026446619453307,0.39630938355067874,1.268589490028484,0.0327951558381185
57,30,gPlane_0_1_2_.jpg,plane,curve,geo,incorrect,1.6896150109999999,n,y,0,1,2,NA,0.47054291469740406,0.21240824420126994,0.20500691887929567,0.9410858293948081,0.012342575548063017
57,35,gPlane_0_6_(Neg)5_.jpg,plane,curve,geo,correct,2.194051027,n,n,0,6,-5,NA,2.094395102393195,0.7137243789447656,0.32732683535398877,4.18879020478639,0.15628705155964268
57,37,gPlane_0_4_(Neg)3_.jpg,plane,curve,geo,correct,2.121946812,n,n,0,4,-3,NA,1.1525900430905907,0.342695988967358,0.2817548262194928,2.3051800861811813,0.047087607076003464
57,38,gPlane_0_4_(Neg)4_.jpg,plane,curve,geo,correct,1.950521946,n,n,0,4,-4,NA,1.1525900430905907,0.45797281194869005,0.3707210106353981,2.3051800861811813,0.06195586963972593
57,41,gPlane_0_6_(Neg)2_.jpg,plane,curve,geo,correct,1.955271006,n,n,0,6,-2,NA,2.094395102393195,0.28017349319982504,0.13826119049367094,4.18879020478639,0.06601485571451364
58,4,gPlane_0_4_(Neg)4_.jpg,plane,curve,geo,incorrect,4.069750071,n,y,0,4,-4,NA,1.1525900430905907,0.45797281194869005,0.3707210106353981,2.3051800861811813,0.06195586963972593
58,8,gPlane_0_4_(Neg)3_.jpg,plane,curve,geo,incorrect,2.569573879,n,y,0,4,-3,NA,1.1525900430905907,0.342695988967358,0.2817548262194928,2.3051800861811813,0.047087607076003464
58,17,gPlane_0_5_1_.jpg,plane,curve,geo,incorrect,3.103521824,n,y,0,5,1,NA,1.5536984718136575,0.12231832938060866,0.08701101292825919,3.107396943627315,0.022528520596616076
58,23,gPlane_0_6_(Neg)5_.jpg,plane,curve,geo,correct,2.469960928,n,n,0,6,-5,NA,2.094395102393195,0.7137243789447656,0.32732683535398877,4.18879020478639,0.15628705155964268
58,35,gPlane_0_6_(Neg)2_.jpg,plane,curve,geo,correct,1.936613083,n,n,0,6,-2,NA,2.094395102393195,0.28017349319982504,0.13826119049367094,4.18879020478639,0.06601485571451364
58,39,gPlane_0_2_4_.jpg,plane,curve,geo,correct,5.903502941,n,n,0,2,4,NA,0.634294745014242,0.43026446619453307,0.39630938355067874,1.268589490028484,0.0327951558381185
58,56,gPlane_0_1_2_.jpg,plane,curve,geo,incorrect,1.536770105,n,y,0,1,2,NA,0.47054291469740406,0.21240824420126994,0.20500691887929567,0.9410858293948081,0.012342575548063017
59,5,gPlane_0_4_(Neg)4_.jpg,plane,curve,geo,correct,4.802848101,n,n,0,4,-4,NA,1.1525900430905907,0.45797281194869005,0.3707210106353981,2.3051800861811813,0.06195586963972593
59,9,gPlane_0_5_1_.jpg,plane,curve,geo,incorrect,2.569257975,n,y,0,5,1,NA,1.5536984718136575,0.12231832938060866,0.08701101292825919,3.107396943627315,0.022528520596616076
59,16,gPlane_0_4_(Neg)3_.jpg,plane,curve,geo,incorrect,2.069496155,n,y,0,4,-3,NA,1.1525900430905907,0.342695988967358,0.2817548262194928,2.3051800861811813,0.047087607076003464
59,21,gPlane_0_6_(Neg)5_.jpg,plane,curve,geo,correct,2.736047983,n,n,0,6,-5,NA,2.094395102393195,0.7137243789447656,0.32732683535398877,4.18879020478639,0.15628705155964268
59,38,gPlane_0_6_(Neg)2_.jpg,plane,curve,geo,incorrect,2.436267853,n,y,0,6,-2,NA,2.094395102393195,0.28017349319982504,0.13826119049367094,4.18879020478639,0.06601485571451364
59,48,gPlane_0_2_4_.jpg,plane,curve,geo,incorrect,1.969516993,n,y,0,2,4,NA,0.634294745014242,0.43026446619453307,0.39630938355067874,1.268589490028484,0.0327951558381185
59,52,gPlane_0_1_2_.jpg,plane,curve,geo,incorrect,1.836236954,n,y,0,1,2,NA,0.47054291469740406,0.21240824420126994,0.20500691887929567,0.9410858293948081,0.012342575548063017
61,16,gPlane_0_5_1_.jpg,plane,curve,geo,incorrect,2.557161093,n,y,0,5,1,NA,1.5536984718136575,0.12231832938060866,0.08701101292825919,3.107396943627315,0.022528520596616076
61,19,gPlane_0_2_4_.jpg,plane,curve,geo,incorrect,1.948725939,n,y,0,2,4,NA,0.634294745014242,0.43026446619453307,0.39630938355067874,1.268589490028484,0.0327951558381185
61,20,gPlane_0_4_(Neg)3_.jpg,plane,curve,geo,incorrect,2.118512869,n,y,0,4,-3,NA,1.1525900430905907,0.342695988967358,0.2817548262194928,2.3051800861811813,0.047087607076003464
61,25,gPlane_0_6_(Neg)5_.jpg,plane,curve,geo,correct,1.828928947,n,n,0,6,-5,NA,2.094395102393195,0.7137243789447656,0.32732683535398877,4.18879020478639,0.15628705155964268
61,26,gPlane_0_4_(Neg)4_.jpg,plane,curve,geo,incorrect,5.740025997,n,y,0,4,-4,NA,1.1525900430905907,0.45797281194869005,0.3707210106353981,2.3051800861811813,0.06195586963972593
61,29,gPlane_0_1_2_.jpg,plane,curve,geo,incorrect,2.090754032,n,y,0,1,2,NA,0.47054291469740406,0.21240824420126994,0.20500691887929567,0.9410858293948081,0.012342575548063017
61,49,gPlane_0_6_(Neg)2_.jpg,plane,curve,geo,correct,2.080030918,n,n,0,6,-2,NA,2.094395102393195,0.28017349319982504,0.13826119049367094,4.18879020478639,0.06601485571451364
62,12,gPlane_0_5_1_.jpg,plane,curve,geo,correct,2.835994005,n,n,0,5,1,NA,1.5536984718136575,0.12231832938060866,0.08701101292825919,3.107396943627315,0.022528520596616076
62,14,gPlane_0_2_4_.jpg,plane,curve,geo,correct,3.002734184,n,n,0,2,4,NA,0.634294745014242,0.43026446619453307,0.39630938355067874,1.268589490028484,0.0327951558381185
62,22,gPlane_0_4_(Neg)3_.jpg,plane,curve,geo,correct,2.802823067,n,n,0,4,-3,NA,1.1525900430905907,0.342695988967358,0.2817548262194928,2.3051800861811813,0.047087607076003464
62,24,gPlane_0_6_(Neg)5_.jpg,plane,curve,geo,correct,2.736095905,n,n,0,6,-5,NA,2.094395102393195,0.7137243789447656,0.32732683535398877,4.18879020478639,0.15628705155964268
62,25,gPlane_0_1_2_.jpg,plane,curve,geo,incorrect,3.369524002,n,y,0,1,2,NA,0.47054291469740406,0.21240824420126994,0.20500691887929567,0.9410858293948081,0.012342575548063017
62,39,gPlane_0_4_(Neg)4_.jpg,plane,curve,geo,correct,2.73614502,n,n,0,4,-4,NA,1.1525900430905907,0.45797281194869005,0.3707210106353981,2.3051800861811813,0.06195586963972593
62,40,gPlane_0_6_(Neg)2_.jpg,plane,curve,geo,correct,2.869479179,n,n,0,6,-2,NA,2.094395102393195,0.28017349319982504,0.13826119049367094,4.18879020478639,0.06601485571451364
